,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
5141,Fayetteville Technical Community College,Fayetteville Technical Community College,2201 HULL RD,FAYETTEVILLE,NC,283030236,4,"Public, 2-year",4848.0,6532.0,11380.0,0,0,0,2,"2201 HULL RD, FAYETTEVILLE, NC, 283030236","[35.0666422, -78.9258784]",35.0666422,-78.9258784
5142,Fayetteville State University,Fayetteville State University,1200 MURCHISON RD,FAYETTEVILLE,NC,283014298,1,"Public, 4-year or above",2003.0,4220.0,6223.0,4,2,3,2,"1200 MURCHISON RD, FAYETTEVILLE, NC, 283014298","[35.0756898, -78.8925902]",35.0756898,-78.8925902
5143,Forsyth Technical Community College,Main Campus,2100 SILAS CREEK PKY,Winston-Salem,NC,271035197,4,"Public, 2-year",3228.0,4662.0,7890.0,0,0,0,3,"2100 SILAS CREEK PKY, Winston-Salem, NC, 271035197","[36.0694251, -80.2727328]",36.0694251,-80.2727328
5154,Greensboro College,Main Campus,815 W MARKET ST,GREENSBORO,NC,274011875,2,"Private nonprofit, 4-year or above",499.0,538.0,1037.0,1,1,0,1,"815 W MARKET ST, GREENSBORO, NC, 274011875","[36.0717201, -79.80135039999999]",36.0717201,-79.8013504
5155,Guilford College,Main Campus,5800 W FRIENDLY AVE,GREENSBORO,NC,27410,2,"Private nonprofit, 4-year or above",867.0,942.0,1809.0,2,2,0,2,"5800 W FRIENDLY AVE, GREENSBORO, NC, 27410","[36.0928373, -79.889794]",36.0928373,-79.889794
5157,Guilford Technical Community College,GTCC High Point Campus,901 South Main Street,High Point,NC,27260,4,"Public, 2-year",4765.0,6294.0,11059.0,0,1,0,0,"901 South Main Street, High Point, NC, 27260","[35.9464161, -80.00271339999999]",35.9464161,-80.0027134
5158,Guilford Technical Community College,Greensboro Campus,3505 East Wendover Avenue,Greensboro,NC,27405,4,"Public, 2-year",4765.0,6294.0,11059.0,0,1,0,0,"3505 East Wendover Avenue, Greensboro, NC, 27405","[36.0888097, -79.7273151]",36.0888097,-79.7273151
5167,High Point University,Main Campus,1 University Parkway,HIGH POINT,NC,272683598,2,"Private nonprofit, 4-year or above",1937.0,2900.0,4837.0,15,4,1,1,"1 University Parkway, HIGH POINT, NC, 272683598","[35.9723841, -79.9953079]",35.9723841,-79.9953079
5168,Isothermal Community College,Isothermal Community College,286 ICC Loop Road,SPINDALE,NC,281600804,4,"Public, 2-year",769.0,1152.0,1921.0,0,0,0,2,"286 ICC Loop Road, SPINDALE, NC, 281600804","[35.3362041, -81.9131525]",35.3362041,-81.9131525
5173,Johnson C Smith University,Main Campus  Johnson C. Smith University,100-152 BEATTIES FORD RD,CHARLOTTE,NC,282165302,2,"Private nonprofit, 4-year or above",526.0,902.0,1428.0,1,0,1,1,"100-152 BEATTIES FORD RD, CHARLOTTE, NC, 282165302","[35.243588, -80.8569359]",35.243588,-80.8569359
5175,Lees-McRae College,LEES-MCRAE COLLEGE,PO BOX 128,BANNER ELK,NC,286040128,2,"Private nonprofit, 4-year or above",337.0,654.0,991.0,1,1,0,0,"PO BOX 128, BANNER ELK, NC, 286040128","[36.1627947, -81.9025975]",36.1627947,-81.9025975
5176,Lenoir Community College,Main Campus,231 HIGHWAY 58 SOUTH,KINSTON,NC,285020188,4,"Public, 2-year",1052.0,1622.0,2674.0,0,0,0,1,"231 HIGHWAY 58 SOUTH, KINSTON, NC, 285020188","[35.2338387, -77.57108459999999]",35.2338387,-77.5710846
5179,Lenoir-Rhyne University,Main Campus,625 7TH Ave. NE,HICKORY,NC,28601,2,"Private nonprofit, 4-year or above",914.0,1609.0,2523.0,10,0,0,0,"625 7TH Ave. NE, HICKORY, NC, 28601","[35.739195, -81.32572390000001]",35.739195,-81.3257239
5181,Lenoir-Rhyne University,"Lutheran Theological Southern Seminary and Center for Graduate Studies, Columbia",4201 N. Main St.,Columbia,SC,29203,2,"Private nonprofit, 4-year or above",914.0,1609.0,2523.0,0,0,0,2,"4201 N. Main St., Columbia, SC, 29203","[34.0412744, -81.0389446]",34.0412744,-81.0389446
5184,Louisburg College,Main Campus,501 N. Main St.,Louisburg,NC,275492399,5,"Private nonprofit, 2-year",434.0,253.0,687.0,2,4,1,2,"501 N. Main St., Louisburg, NC, 275492399","[36.096538, -78.3024904]",36.096538,-78.3024904
5193,Methodist University,Methodist University,5400 RAMSEY ST,FAYETTEVILLE,NC,283111420,2,"Private nonprofit, 4-year or above",1285.0,1161.0,2446.0,1,0,0,0,"5400 RAMSEY ST, FAYETTEVILLE, NC, 283111420","[35.1334615, -78.87267489999999]",35.1334615,-78.8726749
5211,North Carolina A & T State University,North Carolina A&T State University,1601 E. Market Street,Greensboro,NC,27411,1,"Public, 4-year or above",4957.0,6220.0,11177.0,6,3,3,4,"1601 E. Market Street, Greensboro, NC, 27411","[36.0767762, -79.76900979999999]",36.0767762,-79.7690098
5213,University of North Carolina at Asheville,University of North Carolina Asheville,One University Heights,Asheville,NC,288048510,1,"Public, 4-year or above",1623.0,2198.0,3821.0,1,3,0,0,"One University Heights, Asheville, NC, 288048510","[35.6149447, -82.5663891]",35.6149447,-82.5663891
5215,University of North Carolina at Charlotte,Main Campus,9201 UNIVERSITY CITY BLVD,CHARLOTTE,NC,282230001,1,"Public, 4-year or above",14650.0,14071.0,28721.0,7,6,0,2,"9201 UNIVERSITY CITY BLVD, CHARLOTTE, NC, 282230001","[35.303938, -80.72993029999999]",35.303938,-80.7299303
5217,University of North Carolina at Greensboro,UNCG - Main Campus,1000 SPRING GARDEN STREET,GREENSBORO,NC,274026170,1,"Public, 4-year or above",6558.0,13089.0,19647.0,6,2,1,3,"1000 SPRING GARDEN STREET, GREENSBORO, NC, 274026170","[36.0672052, -79.8080368]",36.0672052,-79.8080368
5219,North Carolina Central University,North Carolina Central University,1801 FAYETTEVILLE ST,DURHAM,NC,27707,1,"Public, 4-year or above",2669.0,5425.0,8094.0,7,3,4,4,"1801 FAYETTEVILLE ST, DURHAM, NC, 27707","[35.9725818, -78.9001035]",35.9725818,-78.9001035
5220,University of North Carolina School of the Arts,Main Campus,1533 S MAIN ST,Winston-Salem,NC,271272188,1,"Public, 4-year or above",511.0,529.0,1040.0,0,1,0,0,"1533 S MAIN ST, Winston-Salem, NC, 271272188","[36.0765305, -80.2373708]",36.0765305,-80.2373708
5221,North Carolina State University at Raleigh,Main Campus,2101 Hillsborough Street,RALEIGH,NC,276957001,1,"Public, 4-year or above",18561.0,15194.0,33755.0,30,4,4,6,"2101 Hillsborough Street, RALEIGH, NC, 276957001","[35.7864323, -78.6634089]",35.7864323,-78.6634089
5222,North Carolina Wesleyan College,North Carolina Wesleyan College - Main Campus,3400 N WESLEYAN BLVD,ROCKY MOUNT,NC,27804,2,"Private nonprofit, 4-year or above",852.0,1234.0,2086.0,0,1,0,0,"3400 N WESLEYAN BLVD, ROCKY MOUNT, NC, 27804","[36.018937, -77.7768554]",36.018937,-77.7768554
5225,University of North Carolina Wilmington,Main Campus,601 S COLLEGE RD,WILMINGTON,NC,284033201,1,"Public, 4-year or above",5891.0,9849.0,15740.0,4,2,0,0,"601 S COLLEGE RD, WILMINGTON, NC, 284033201","[34.2252905, -77.8745331]",34.2252905,-77.8745331
5228,William Peace University,William Peace University,15 East Peace Street,Raleigh,NC,27604,2,"Private nonprofit, 4-year or above",422.0,612.0,1034.0,2,0,0,1,"15 East Peace Street, Raleigh, NC, 27604","[35.789286, -78.637452]",35.789286,-78.637452
5229,University of North Carolina at Pembroke,Main Campus,ONE UNIVERSITY DRIVE,PEMBROKE,NC,283721510,1,"Public, 4-year or above",2357.0,3911.0,6268.0,10,9,1,0,"ONE UNIVERSITY DRIVE, PEMBROKE, NC, 283721510","[34.6892395, -79.1997305]",34.6892395,-79.1997305
5230,Pfeiffer University,Main Campus,48380 HWY 52N,MISENHEIMER,NC,281090960,2,"Private nonprofit, 4-year or above",540.0,874.0,1414.0,2,0,0,0,"48380 HWY 52N, MISENHEIMER, NC, 281090960","[35.4869127, -80.27936799999999]",35.4869127,-80.279368
5233,Pitt Community College,Main Campus,1986 Pitt Tech Road,WINTERVILLE,NC,28590,4,"Public, 2-year",3264.0,5015.0,8279.0,0,1,0,0,"1986 Pitt Tech Road, WINTERVILLE, NC, 28590","[35.5495627, -77.40681529999999]",35.5495627,-77.4068153
5234,Queens University of Charlotte,Main Campus,1900 SELWYN AVE,CHARLOTTE,NC,282740001,2,"Private nonprofit, 4-year or above",679.0,1651.0,2330.0,3,1,0,1,"1900 SELWYN AVE, CHARLOTTE, NC, 282740001","[35.1888463, -80.83228609999999]",35.1888463,-80.8322861
5238,Mid-Atlantic Christian University,Mid-Atlantic Christian University,715 N POINDEXTER ST,ELIZABETH CITY,NC,279094054,2,"Private nonprofit, 4-year or above",92.0,102.0,194.0,0,0,3,0,"715 N POINDEXTER ST, ELIZABETH CITY, NC, 279094054","[36.3046, -76.2171]",36.3046,-76.2171
5247,Saint Augustine's University,Main Campus,1315 Oakwood Avenue,Raleigh,NC,276102298,2,"Private nonprofit, 4-year or above",510.0,434.0,944.0,2,0,4,2,"1315 Oakwood Avenue, Raleigh, NC, 276102298","[35.7858643, -78.62112259999999]",35.7858643,-78.6211226
5248,Salem College,Salem College,601 S Church St,Winston-Salem,NC,27101,2,"Private nonprofit, 4-year or above",42.0,1045.0,1087.0,3,0,0,0,"601 S Church St, Winston-Salem, NC, 27101","[36.0862783, -80.2413236]",36.0862783,-80.2413236
5252,Shaw University,Shaw University,118 E SOUTH ST,RALEIGH,NC,27601,2,"Private nonprofit, 4-year or above",796.0,1048.0,1844.0,0,0,2,1,"118 E SOUTH ST, RALEIGH, NC, 27601","[35.7711349, -78.6379832]",35.7711349,-78.6379832
5263,St Andrews University,Main Campus,1700 DOGWOOD MILE,LAURINBURG,NC,283525521,2,"Private nonprofit, 4-year or above",386.0,336.0,722.0,0,0,1,0,"1700 DOGWOOD MILE, LAURINBURG, NC, 283525521","[34.744214, -79.480606]",34.744214,-79.480606
5264,Southeastern Community College,Main Campus,4564 CHADBOURN HWY,WHITEVILLE,NC,284725422,4,"Public, 2-year",416.0,928.0,1344.0,0,0,0,1,"4564 CHADBOURN HWY, WHITEVILLE, NC, 284725422","[34.333368, -78.785091]",34.333368,-78.785091
5266,Southwestern Community College,Macon Campus,44 Siler Farm Road,Franklin,NC,28734,4,"Public, 2-year",999.0,1468.0,2467.0,0,1,0,0,"44 Siler Farm Road, Franklin, NC, 28734","[35.1595304, -83.38039460000002]",35.1595304,-83.3803946
5269,Stanly Community College,Main Campus Stanly Community College,141 COLLEGE DR,ALBEMARLE,NC,28001,4,"Public, 2-year",811.0,1703.0,2514.0,0,1,0,0,"141 COLLEGE DR, ALBEMARLE, NC, 28001","[35.33928119999999, -80.23608829999999]",35.3392812,-80.2360883
5284,Wake Forest University,Main Campus,1834 Wake Forest Rd.,Winston-Salem,NC,27109,2,"Private nonprofit, 4-year or above",3717.0,4251.0,7968.0,3,3,1,2,"1834 Wake Forest Rd., Winston-Salem, NC, 27109","[36.1354033, -80.27922749999999]",36.1354033,-80.2792275
5285,Wake Forest University,Medical Center Campus,Medical Center Blvd.,Winston-Salem,NC,27157,2,"Private nonprofit, 4-year or above",3717.0,4251.0,7968.0,2,1,0,3,"Medical Center Blvd., Winston-Salem, NC, 27157","[36.0902702, -80.2714555]",36.0902702,-80.2714555
5297,Wake Technical Community College,Northern Wake Campus,6600 Louisburg Rd,Raleigh,NC,27616,4,"Public, 2-year",9868.0,11879.0,21747.0,0,0,0,1,"6600 Louisburg Rd, Raleigh, NC, 27616","[35.8665915, -78.5445245]",35.8665915,-78.5445245
5300,Wake Technical Community College,Beltline Education Center,3200 Bush Street,Raleigh,NC,27609,4,"Public, 2-year",9868.0,11879.0,21747.0,0,1,0,0,"3200 Bush Street, Raleigh, NC, 27609","[35.823934, -78.613342]",35.823934,-78.613342
5303,Warren Wilson College,Warren Wilson College,P. O. Box 9000,Asheville,NC,288159000,2,"Private nonprofit, 4-year or above",269.0,447.0,716.0,3,0,0,0,"P. O. Box 9000, Asheville, NC, 288159000","[35.4958585, -82.60597349999999]",35.4958585,-82.6059735
5307,Wilkes Community College,Main Campus,1328 SOUTH COLLEGIATE DR,WILKESBORO,NC,28697,4,"Public, 2-year",1195.0,1414.0,2609.0,0,2,0,0,"1328 SOUTH COLLEGIATE DR, WILKESBORO, NC, 28697","[36.1371351, -81.1827753]",36.1371351,-81.1827753
5310,Wilkes Community College,North Wilkesboro Center,122 White Pine Street,North Wilkesboro,NC,28659,4,"Public, 2-year",1195.0,1414.0,2609.0,0,1,0,0,"122 White Pine Street, North Wilkesboro, NC, 28659","[36.1819957, -81.1369654]",36.1819957,-81.1369654
5311,Wilson Community College,Wilson Community College,902 HERRING AVE,WILSON,NC,278933310,4,"Public, 2-year",636.0,1215.0,1851.0,0,0,0,1,"902 HERRING AVE, WILSON, NC, 278933310","[35.7300975, -77.89572]",35.7300975,-77.89572
5312,Wingate University,Wingate University (Main Campus),P.O. Box 159,Wingate,NC,281740157,2,"Private nonprofit, 4-year or above",1270.0,1923.0,3193.0,4,7,0,0,"P.O. Box 159, Wingate, NC, 281740157","[35.6548317, -78.5718378]",35.6548317,-78.5718378
5317,Winston-Salem State University,Winston Salem State University,601 MARTIN LUTHER KING JR. DR.,WINSTON-SALEM,NC,271100001,1,"Public, 4-year or above",1468.0,3683.0,5151.0,4,0,0,0,"601 MARTIN LUTHER KING JR. DR., WINSTON-SALEM, NC, 271100001","[36.0868936, -80.22481570000001]",36.0868936,-80.2248157
5318,Western Carolina University,Main Campus,Western Carolina University,CULLOWHEE,NC,287239646,1,"Public, 4-year or above",4687.0,6118.0,10805.0,7,1,0,2,"Western Carolina University, CULLOWHEE, NC, 287239646","[35.3089224, -83.18437809999999]",35.3089224,-83.1843781
5324,Nueta Hidatsa Sahnish College,Nueta Hidatsa Sahnish College,PO BOX 490,NEW TOWN,ND,587638090,1,"Public, 4-year or above",99.0,169.0,268.0,0,0,0,2,"PO BOX 490, NEW TOWN, ND, 587638090","[47.9792759, -102.4902029]",47.9792759,-102.4902029
5327,University of Jamestown,Main Campus,6000 College Lane,JAMESTOWN,ND,58405,2,"Private nonprofit, 4-year or above",550.0,587.0,1137.0,1,0,0,0,"6000 College Lane, JAMESTOWN, ND, 58405","[46.9156973, -98.7017357]",46.9156973,-98.7017357
5338,University of Mary,Main Campus,7500 UNIVERSITY DRIVE,BISMARCK,ND,58504,2,"Private nonprofit, 4-year or above",1182.0,2078.0,3260.0,1,1,0,0,"7500 UNIVERSITY DRIVE, BISMARCK, ND, 58504","[46.7230135, -100.7459296]",46.7230135,-100.7459296
5353,North Dakota State University-Main Campus,Main Campus,1301  12th Avenue North,FARGO,ND,58102,1,"Public, 4-year or above",7725.0,6707.0,14432.0,0,1,0,0,"1301  12th Avenue North, FARGO, ND, 58102","[46.8903848, -96.79812659999999]",46.8903848,-96.7981266
5360,Trinity Bible College,Trinity Bible College,50 6TH AVE S,ELLENDALE,ND,584367150,2,"Private nonprofit, 4-year or above",129.0,97.0,226.0,1,1,0,0,"50 6TH AVE S, ELLENDALE, ND, 584367150","[46.0005465, -98.5182677]",46.0005465,-98.5182677
5369,University of Akron Main Campus,Main Campus,302 BUCHTEL COMMON,AKRON,OH,443254702,1,"Public, 4-year or above",11071.0,10029.0,21100.0,5,6,3,0,"302 BUCHTEL COMMON, AKRON, OH, 443254702","[41.076276, -81.51300499999999]",41.076276,-81.513005
5378,Ashland University,Ashland University,401 College Ave,Ashland,OH,448053702,2,"Private nonprofit, 4-year or above",3245.0,3334.0,6579.0,6,0,0,0,"401 College Ave, Ashland, OH, 448053702","[40.8618277, -82.32301559999999]",40.8618277,-82.3230156
5380,Ashland University,Elyria Program Center,1005 N Abbe Rd,Elyria,OH,44035,2,"Private nonprofit, 4-year or above",3245.0,3334.0,6579.0,1,0,0,0,"1005 N Abbe Rd, Elyria, OH, 44035","[41.4149084, -82.0771792]",41.4149084,-82.0771792
5387,Aultman College of Nursing and Health Sciences,Aultman College of Nursing and Health Sciences,2600 6TH ST SW,CANTON,OH,447101797,2,"Private nonprofit, 4-year or above",43.0,348.0,391.0,1,1,0,0,"2600 6TH ST SW, CANTON, OH, 447101797","[40.7959671, -81.4035536]",40.7959671,-81.4035536
5388,Baldwin Wallace University,Main Campus,275 EASTLAND RD,BEREA,OH,440172088,2,"Private nonprofit, 4-year or above",1733.0,2200.0,3933.0,3,1,0,1,"275 EASTLAND RD, BEREA, OH, 440172088","[41.3684663, -81.844763]",41.3684663,-81.844763
5395,Bowling Green State University-Main Campus,Main Campus,220 MCFALL CTR,BOWLING GREEN,OH,43403,1,"Public, 4-year or above",7608.0,10036.0,17644.0,8,4,1,2,"220 MCFALL CTR, BOWLING GREEN, OH, 43403","[41.37546820000001, -83.6409753]",41.3754682,-83.6409753
5400,Capital University,Main Campus,1 College and Main,COLUMBUS,OH,432092394,2,"Private nonprofit, 4-year or above",1394.0,1973.0,3367.0,1,2,0,0,"1 College and Main, COLUMBUS, OH, 432092394","[39.9549246, -82.938559]",39.9549246,-82.938559
5402,Case Western Reserve University,Main Campus,10900 EUCLID AVE,CLEVELAND,OH,441067004,2,"Private nonprofit, 4-year or above",5762.0,5902.0,11664.0,1,2,6,2,"10900 EUCLID AVE, CLEVELAND, OH, 441067004","[41.50461749999999, -81.60992929999999]",41.5046175,-81.6099293
5403,Cedarville University,Main Campus,251 N. Main Street,CEDARVILLE,OH,453140601,2,"Private nonprofit, 4-year or above",1737.0,1977.0,3714.0,0,1,0,0,"251 N. Main Street, CEDARVILLE, OH, 453140601","[39.7468991, -83.80988359999999]",39.7468991,-83.8098836
5406,Central State University,Main Campus,"1400 BRUSH ROW RD, PO Box 1004",WILBERFORCE,OH,453841004,1,"Public, 4-year or above",778.0,963.0,1741.0,2,1,0,1,"1400 BRUSH ROW RD, PO Box 1004, WILBERFORCE, OH, 453841004","[39.714915, -83.8771617]",39.714915,-83.8771617
5410,Choffin Career  and Technical Center,Choffin Career and Technical Center,20 West Wood St,Youngstown,OH,445031600,7,"Public, less-than 2-year",10.0,98.0,108.0,0,0,1,0,"20 West Wood St, Youngstown, OH, 445031600","[41.1023386, -80.64851589999999]",41.1023386,-80.6485159
5412,Cincinnati Christian University,Cincinnati Christian University,2700 GLENWAY AVE,CINCINNATI,OH,452043200,2,"Private nonprofit, 4-year or above",530.0,357.0,887.0,1,0,0,0,"2700 GLENWAY AVE, CINCINNATI, OH, 452043200","[39.1132104, -84.554532]",39.1132104,-84.554532
5414,University of Cincinnati-Main Campus,Main Campus,2624 CLIFTON AVENUE,CINCINNATI,OH,452210127,1,"Public, 4-year or above",17334.0,19262.0,36596.0,12,7,1,8,"2624 CLIFTON AVENUE, CINCINNATI, OH, 452210127","[39.1343961, -84.5184317]",39.1343961,-84.5184317
5418,University of Cincinnati-Blue Ash College,Main Campus,9555 PLAINFIELD RD,BLUE ASH,OH,45236,1,"Public, 4-year or above",2026.0,2792.0,4818.0,0,0,1,0,"9555 PLAINFIELD RD, BLUE ASH, OH, 45236","[39.2330505, -84.4002761]",39.2330505,-84.4002761
5428,Cleveland State University,Cleveland State University,2121 EUCLID AVE,CLEVELAND,OH,44115,1,"Public, 4-year or above",7743.0,9121.0,16864.0,3,0,1,0,"2121 EUCLID AVE, CLEVELAND, OH, 44115","[41.5022406, -81.6753359]",41.5022406,-81.6753359
5431,Columbus College of Art and Design,Main Campus,60 Cleveland Ave.,COLUMBUS,OH,43215,2,"Private nonprofit, 4-year or above",351.0,744.0,1095.0,0,2,0,0,"60 Cleveland Ave., COLUMBUS, OH, 43215","[39.9648828, -82.989947]",39.9648828,-82.989947
5432,Columbus State Community College,Columbus State Commuity College,550 East Spring Street,Columbus,OH,43215,4,"Public, 2-year",12783.0,14326.0,27109.0,0,2,1,0,"550 East Spring Street, Columbus, OH, 43215","[39.969191, -82.98719]",39.969191,-82.98719
5440,Cuyahoga Community College District,Metropolitan Campus,2900 Community College Ave.,Cleveland,OH,44115,4,"Public, 2-year",9311.0,14676.0,23987.0,1,1,0,0,"2900 Community College Ave., Cleveland, OH, 44115","[41.4940899, -81.6698522]",41.4940899,-81.6698522
5441,Cuyahoga Community College District,Eastern Campus,4250 Richmond RD.,Highland Hills,OH,44122,4,"Public, 2-year",9311.0,14676.0,23987.0,0,0,1,0,"4250 Richmond RD., Highland Hills, OH, 44122","[41.4479405, -81.5004532]",41.4479405,-81.5004532
5451,University of Dayton,Main Campus,300 COLLEGE PK,DAYTON,OH,454690001,2,"Private nonprofit, 4-year or above",5645.0,5158.0,10803.0,16,5,1,0,"300 COLLEGE PK, DAYTON, OH, 454690001","[39.7402118, -84.17900589999999]",39.7402118,-84.1790059
5455,Denison University,Denison University,100 West Loop,GRANVILLE,OH,43023,2,"Private nonprofit, 4-year or above",1020.0,1257.0,2277.0,4,3,0,0,"100 West Loop, GRANVILLE, OH, 43023","[40.07150499999999, -82.523302]",40.071505,-82.523302
5478,Heidelberg University,Main Campus,310 E MARKET ST,TIFFIN,OH,448832462,2,"Private nonprofit, 4-year or above",636.0,678.0,1314.0,3,0,0,0,"310 E MARKET ST, TIFFIN, OH, 448832462","[41.1163289, -83.16806439999999]",41.1163289,-83.1680644
5479,Hiram College,Main Campus,11753 Garfield Road,HIRAM,OH,44234,2,"Private nonprofit, 4-year or above",543.0,571.0,1114.0,2,1,0,0,"11753 Garfield Road, HIRAM, OH, 44234","[41.31194989999999, -81.14395929999999]",41.3119499,-81.1439593
5481,Hocking College,Main Campus,3301 Hocking Parkway,Nelsonville,OH,457649588,4,"Public, 2-year",1627.0,1313.0,2940.0,2,4,2,2,"3301 Hocking Parkway, Nelsonville, OH, 457649588","[39.4389196, -82.2113269]",39.4389196,-82.2113269
5487,Eastern Gateway Community College,Main Campus,4000 SUNSET BLVD,STEUBENVILLE,OH,439523598,4,"Public, 2-year",1633.0,2894.0,4527.0,0,0,0,1,"4000 SUNSET BLVD, STEUBENVILLE, OH, 439523598","[40.3762371, -80.6723117]",40.3762371,-80.6723117
5488,John Carroll University,Main Campus,1 John Carroll Boulevard,University Heights,OH,441184581,2,"Private nonprofit, 4-year or above",1715.0,1808.0,3523.0,2,1,0,0,"1 John Carroll Boulevard, University Heights, OH, 441184581","[41.48919540000001, -81.532639]",41.4891954,-81.532639
5500,Kent State University at Kent,Main Campus,500 East Main Street,Kent,OH,442420001,1,"Public, 4-year or above",11785.0,18382.0,30167.0,18,4,2,0,"500 East Main Street, Kent, OH, 442420001","[41.1536066, -81.35115019999999]",41.1536066,-81.3511502
5504,Kenyon College,Main Campus,101 Scott Lane,GAMBIER,OH,43022,2,"Private nonprofit, 4-year or above",770.0,938.0,1708.0,20,1,0,0,"101 Scott Lane, GAMBIER, OH, 43022","[40.3766426, -82.39598319999999]",40.3766426,-82.3959832
5506,Lake Erie College,Lake Erie College 01,391 W WASHINGTON ST,PAINESVILLE,OH,440773389,2,"Private nonprofit, 4-year or above",571.0,630.0,1201.0,1,1,0,1,"391 W WASHINGTON ST, PAINESVILLE, OH, 440773389","[41.716033, -81.252144]",41.716033,-81.252144
5511,James A Rhodes State College,Main Campus,4240 CAMPUS DR,LIMA,OH,458044242,4,"Public, 2-year",1730.0,2845.0,4575.0,0,1,0,0,"4240 CAMPUS DR, LIMA, OH, 458044242","[40.7384166, -84.03082739999999]",40.7384166,-84.0308274
5514,Lorain County Community College,Lorain County Community College,1005 N ABBE RD,ELYRIA,OH,440351691,4,"Public, 2-year",4522.0,6960.0,11482.0,0,1,0,0,"1005 N ABBE RD, ELYRIA, OH, 440351691","[41.4149084, -82.0771792]",41.4149084,-82.0771792
5519,Lourdes University,Lourdes University,6832 CONVENT BLVD,Sylvania,OH,435602898,2,"Private nonprofit, 4-year or above",467.0,959.0,1426.0,1,1,0,0,"6832 CONVENT BLVD, Sylvania, OH, 435602898","[41.70960609999999, -83.708435]",41.7096061,-83.708435
5521,Marietta College,Main Campus,IRVINE BLDG,MARIETTA,OH,457504031,2,"Private nonprofit, 4-year or above",722.0,502.0,1224.0,1,1,0,0,"IRVINE BLDG, MARIETTA, OH, 457504031","[39.4166495, -81.4500863]",39.4166495,-81.4500863
5525,Mercy College of Ohio,Mercy College of Ohio - Youngstown,1044 Belmont Avenue,Youngstown,OH,445011790,2,"Private nonprofit, 4-year or above",188.0,1163.0,1351.0,0,0,0,17,"1044 Belmont Avenue, Youngstown, OH, 445011790","[41.1142131, -80.6557409]",41.1142131,-80.6557409
5527,Miami University-Hamilton,Miami University-Hamilton (204006),1601 University Blvd.,Hamilton,OH,45011,1,"Public, 4-year or above",1328.0,1566.0,2894.0,0,0,0,1,"1601 University Blvd., Hamilton, OH, 45011","[39.3778365, -84.56357779999999]",39.3778365,-84.5635778
5528,Miami University-Middletown,Miami University-Middletown (204015),4200 N University Blvd,Middletown,OH,450423497,1,"Public, 4-year or above",856.0,1058.0,1914.0,0,2,0,0,"4200 N University Blvd, Middletown, OH, 450423497","[39.5257426, -84.3565357]",39.5257426,-84.3565357
5529,Miami University-Oxford,Miami University-Oxford (204024),501 East High Street,Oxford,OH,45056,1,"Public, 4-year or above",9207.0,10490.0,19697.0,19,6,0,10,"501 East High Street, Oxford, OH, 45056","[39.5086906, -84.7300176]",39.5086906,-84.7300176
5535,Miami University-Oxford,Miami University-Dublin Cofman,6780 Coffman Road,Dublin,OH,450171027,1,"Public, 4-year or above",9207.0,10490.0,19697.0,1,0,0,0,"6780 Coffman Road, Dublin, OH, 450171027","[40.1063059, -83.1317522]",40.1063059,-83.1317522
5541,University of Mount Union,University of Mount Union,1972 CLARK AVE,ALLIANCE,OH,44601,2,"Private nonprofit, 4-year or above",1165.0,1116.0,2281.0,4,0,0,1,"1972 CLARK AVE, ALLIANCE, OH, 44601","[40.9022553, -81.1087684]",40.9022553,-81.1087684
5549,Muskingum University,Main Campus,163 STORMONT STREET,NEW CONCORD,OH,43762,2,"Private nonprofit, 4-year or above",831.0,1290.0,2121.0,3,0,0,0,"163 STORMONT STREET, NEW CONCORD, OH, 43762","[39.99760630000001, -81.7377848]",39.9976063,-81.7377848
5555,Notre Dame College,Main Campus,4545 COLLEGE RD,Cleveland,OH,441214293,2,"Private nonprofit, 4-year or above",875.0,1110.0,1985.0,8,0,0,0,"4545 COLLEGE RD, Cleveland, OH, 441214293","[41.5075825, -81.5153247]",41.5075825,-81.5153247
5556,Northeast Ohio Medical University,Main Campus,4209 STATE ROUTE 44,ROOTSTOWN,OH,442720095,1,"Public, 4-year or above",478.0,481.0,959.0,0,1,0,0,"4209 STATE ROUTE 44, ROOTSTOWN, OH, 442720095","[41.103177, -81.245098]",41.103177,-81.245098
5557,University of Northwestern Ohio,University of Northwestern Ohio,1441 n.cable rd,Lima,OH,45805,2,"Private nonprofit, 4-year or above",3012.0,800.0,3812.0,2,0,0,0,"1441 n.cable rd, Lima, OH, 45805","[40.7590451, -84.1478831]",40.7590451,-84.1478831
5558,Oberlin College,Main Campus,70 N PROFESSOR ST,OBERLIN,OH,44074,2,"Private nonprofit, 4-year or above",1266.0,1646.0,2912.0,16,2,0,0,"70 N PROFESSOR ST, OBERLIN, OH, 44074","[41.2934012, -82.2207621]",41.2934012,-82.2207621
5560,Ohio Dominican University,Main Campus,1216 SUNBURY RD,COLUMBUS,OH,43219,2,"Private nonprofit, 4-year or above",998.0,1408.0,2406.0,2,0,0,0,"1216 SUNBURY RD, COLUMBUS, OH, 43219","[39.9920005, -82.9416691]",39.9920005,-82.9416691
