,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
265,Howard University,Howard University Main Campus,2400 Sixth St. NW,Washington,DC,200590001,2,"Private nonprofit, 4-year or above",3146,5820,8966,16,6,4,5,"2400 Sixth St. NW, Washington, DC, 200590001","[38.9224403, -77.0210981]",38.9224403,-77.0210981,0.6,0.4,0.7,1.8,"Howard University<br>Washington, DC<br>Crime Count: 5<br>Enrollment: 8966<br>Rate per 1000 students: 0.6","Howard University<br>Washington, DC<br>Crime Count: 4<br>Enrollment: 8966<br>Rate per 1000 students: 0.4","Howard University<br>Washington, DC<br>Crime Count: 6<br>Enrollment: 8966<br>Rate per 1000 students: 0.7","Howard University<br>Washington, DC<br>Crime Count: 16<br>Enrollment: 8966<br>Rate per 1000 students: 1.8"
266,Trinity Washington University,Trinity,"125 Michigan Avenue, N.E.",Washington,DC,200171094,2,"Private nonprofit, 4-year or above",129,1939,2068,0,0,0,1,"125 Michigan Avenue, N.E., Washington, DC, 200171094","[38.9275799, -77.0031197]",38.9275799,-77.0031197,0.5,0,0,0,"Trinity Washington University<br>Washington, DC<br>Crime Count: 1<br>Enrollment: 2068<br>Rate per 1000 students: 0.5","Trinity Washington University<br>Washington, DC<br>Crime Count: 0<br>Enrollment: 2068<br>Rate per 1000 students: 0.0","Trinity Washington University<br>Washington, DC<br>Crime Count: 0<br>Enrollment: 2068<br>Rate per 1000 students: 0.0","Trinity Washington University<br>Washington, DC<br>Crime Count: 0<br>Enrollment: 2068<br>Rate per 1000 students: 0.0"
267,Wesley Theological Seminary,Wesley Theological Seminary,4500 MASSACHUSETTS AVE NW,WASHINGTON,DC,200165690,2,"Private nonprofit, 4-year or above",296,280,576,0,0,0,1,"4500 MASSACHUSETTS AVE NW, WASHINGTON, DC, 200165690","[38.9400759, -77.09012659999999]",38.9400759,-77.0901266,1.7,0,0,0,"Wesley Theological Seminary<br>Washington, DC<br>Crime Count: 1<br>Enrollment: 576<br>Rate per 1000 students: 1.7","Wesley Theological Seminary<br>Washington, DC<br>Crime Count: 0<br>Enrollment: 576<br>Rate per 1000 students: 0.0","Wesley Theological Seminary<br>Washington, DC<br>Crime Count: 0<br>Enrollment: 576<br>Rate per 1000 students: 0.0","Wesley Theological Seminary<br>Washington, DC<br>Crime Count: 0<br>Enrollment: 576<br>Rate per 1000 students: 0.0"
268,Bethune-Cookman University,Main Campus,640 Dr. Mary McLeod Bethue Blvd.,Daytona Beach,FL,321143099,2,"Private nonprofit, 4-year or above",1557,2377,3934,0,0,1,4,"640 Dr. Mary McLeod Bethue Blvd., Daytona Beach, FL, 321143099","[29.2131821, -81.032331]",29.2131821,-81.032331,1,0.3,0,0,"Bethune-Cookman University<br>Daytona Beach, FL<br>Crime Count: 4<br>Enrollment: 3934<br>Rate per 1000 students: 1.0","Bethune-Cookman University<br>Daytona Beach, FL<br>Crime Count: 1<br>Enrollment: 3934<br>Rate per 1000 students: 0.3","Bethune-Cookman University<br>Daytona Beach, FL<br>Crime Count: 0<br>Enrollment: 3934<br>Rate per 1000 students: 0.0","Bethune-Cookman University<br>Daytona Beach, FL<br>Crime Count: 0<br>Enrollment: 3934<br>Rate per 1000 students: 0.0"
269,Lynn University,Main Campus,3601 N. MILITARY TRAIL,BOCA RATON,FL,334315598,2,"Private nonprofit, 4-year or above",1378,1464,2842,3,6,0,0,"3601 N. MILITARY TRAIL, BOCA RATON, FL, 334315598","[26.3845609, -80.125528]",26.3845609,-80.125528,0,0,2.1,1.1,"Lynn University<br>Boca Raton, FL<br>Crime Count: 0<br>Enrollment: 2842<br>Rate per 1000 students: 0.0","Lynn University<br>Boca Raton, FL<br>Crime Count: 0<br>Enrollment: 2842<br>Rate per 1000 students: 0.0","Lynn University<br>Boca Raton, FL<br>Crime Count: 6<br>Enrollment: 2842<br>Rate per 1000 students: 2.1","Lynn University<br>Boca Raton, FL<br>Crime Count: 3<br>Enrollment: 2842<br>Rate per 1000 students: 1.1"
270,Eastern Florida State College,Eastern Florida State College-Cocoa,1519 CLEARLAKE RD,COCOA,FL,32922,1,"Public, 4-year or above",6409,9416,15825,0,2,0,0,"1519 CLEARLAKE RD, COCOA, FL, 32922","[28.3840432, -80.7550504]",28.3840432,-80.7550504,0,0,0.1,0,"Eastern Florida State College<br>Cocoa, FL<br>Crime Count: 0<br>Enrollment: 15825<br>Rate per 1000 students: 0.0","Eastern Florida State College<br>Cocoa, FL<br>Crime Count: 0<br>Enrollment: 15825<br>Rate per 1000 students: 0.0","Eastern Florida State College<br>Cocoa, FL<br>Crime Count: 2<br>Enrollment: 15825<br>Rate per 1000 students: 0.1","Eastern Florida State College<br>Cocoa, FL<br>Crime Count: 0<br>Enrollment: 15825<br>Rate per 1000 students: 0.0"
271,Eastern Florida State College,Eastern Florida State College -Melbourne Campus,3865 North Wickham Rd,Melbourne,FL,32935,1,"Public, 4-year or above",6409,9416,15825,0,1,0,0,"3865 North Wickham Rd, Melbourne, FL, 32935","[28.1700234, -80.6709249]",28.1700234,-80.6709249,0,0,0.1,0,"Eastern Florida State College<br>Melbourne, FL<br>Crime Count: 0<br>Enrollment: 15825<br>Rate per 1000 students: 0.0","Eastern Florida State College<br>Melbourne, FL<br>Crime Count: 0<br>Enrollment: 15825<br>Rate per 1000 students: 0.0","Eastern Florida State College<br>Melbourne, FL<br>Crime Count: 1<br>Enrollment: 15825<br>Rate per 1000 students: 0.1","Eastern Florida State College<br>Melbourne, FL<br>Crime Count: 0<br>Enrollment: 15825<br>Rate per 1000 students: 0.0"
272,Broward College,Central Campus,3501 SW Davie Rd,Davie,FL,33314,1,"Public, 4-year or above",17867,25833,43700,0,4,0,0,"3501 SW Davie Rd, Davie, FL, 33314","[26.081211, -80.23616299999999]",26.081211,-80.236163,0,0,0.1,0,"Broward College<br>Davie, FL<br>Crime Count: 0<br>Enrollment: 43700<br>Rate per 1000 students: 0.0","Broward College<br>Davie, FL<br>Crime Count: 0<br>Enrollment: 43700<br>Rate per 1000 students: 0.0","Broward College<br>Davie, FL<br>Crime Count: 4<br>Enrollment: 43700<br>Rate per 1000 students: 0.1","Broward College<br>Davie, FL<br>Crime Count: 0<br>Enrollment: 43700<br>Rate per 1000 students: 0.0"
273,Broward College,South Campus,7200 PINES BOULEVARD,PEMBROKE PINES,FL,33024,1,"Public, 4-year or above",17867,25833,43700,0,0,1,1,"7200 PINES BOULEVARD, PEMBROKE PINES, FL, 33024","[26.0077942, -80.2343039]",26.0077942,-80.2343039,0,0,0,0,"Broward College<br>Pembroke Pines, FL<br>Crime Count: 1<br>Enrollment: 43700<br>Rate per 1000 students: 0.0","Broward College<br>Pembroke Pines, FL<br>Crime Count: 1<br>Enrollment: 43700<br>Rate per 1000 students: 0.0","Broward College<br>Pembroke Pines, FL<br>Crime Count: 0<br>Enrollment: 43700<br>Rate per 1000 students: 0.0","Broward College<br>Pembroke Pines, FL<br>Crime Count: 0<br>Enrollment: 43700<br>Rate per 1000 students: 0.0"
274,College of Central Florida,Main Campus,3001 SW COLLEGE RD,OCALA,FL,344744415,1,"Public, 4-year or above",2779,4596,7375,0,2,0,1,"3001 SW COLLEGE RD, OCALA, FL, 344744415","[29.1658676, -82.1780983]",29.1658676,-82.1780983,0.1,0,0.3,0,"College of Central Florida<br>Ocala, FL<br>Crime Count: 1<br>Enrollment: 7375<br>Rate per 1000 students: 0.1","College of Central Florida<br>Ocala, FL<br>Crime Count: 0<br>Enrollment: 7375<br>Rate per 1000 students: 0.0","College of Central Florida<br>Ocala, FL<br>Crime Count: 2<br>Enrollment: 7375<br>Rate per 1000 students: 0.3","College of Central Florida<br>Ocala, FL<br>Crime Count: 0<br>Enrollment: 7375<br>Rate per 1000 students: 0.0"
275,College of Central Florida,Citrus Campus,3800 S. Lecanto Hwy.,Lecanto,FL,344619026,1,"Public, 4-year or above",2779,4596,7375,0,2,0,0,"3800 S. Lecanto Hwy., Lecanto, FL, 344619026","[28.809299, -82.489808]",28.809299,-82.489808,0,0,0.3,0,"College of Central Florida<br>Lecanto, FL<br>Crime Count: 0<br>Enrollment: 7375<br>Rate per 1000 students: 0.0","College of Central Florida<br>Lecanto, FL<br>Crime Count: 0<br>Enrollment: 7375<br>Rate per 1000 students: 0.0","College of Central Florida<br>Lecanto, FL<br>Crime Count: 2<br>Enrollment: 7375<br>Rate per 1000 students: 0.3","College of Central Florida<br>Lecanto, FL<br>Crime Count: 0<br>Enrollment: 7375<br>Rate per 1000 students: 0.0"
276,University of Central Florida,Main Campus,4000 Central Florida Blvd.,ORLANDO,FL,32816,1,"Public, 4-year or above",28931,35157,64088,13,2,4,5,"4000 Central Florida Blvd., ORLANDO, FL, 32816","[28.5968774, -81.2033083]",28.5968774,-81.2033083,0.1,0.1,0,0.2,"University of Central Florida<br>Orlando, FL<br>Crime Count: 5<br>Enrollment: 64088<br>Rate per 1000 students: 0.1","University of Central Florida<br>Orlando, FL<br>Crime Count: 4<br>Enrollment: 64088<br>Rate per 1000 students: 0.1","University of Central Florida<br>Orlando, FL<br>Crime Count: 2<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Orlando, FL<br>Crime Count: 13<br>Enrollment: 64088<br>Rate per 1000 students: 0.2"
277,University of Central Florida,UCF Cocoa,"1519 Clearlake Road, Building 3",Cocoa,FL,32922,1,"Public, 4-year or above",28931,35157,64088,0,2,0,0,"1519 Clearlake Road, Building 3, Cocoa, FL, 32922","[28.3840432, -80.7550504]",28.3840432,-80.7550504,0,0,0,0,"University of Central Florida<br>Cocoa, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Cocoa, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Cocoa, FL<br>Crime Count: 2<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Cocoa, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0"
278,University of Central Florida,UCF Daytona Beach,1200 W. International Speedway Blvd,Daytona Beach,FL,32114,1,"Public, 4-year or above",28931,35157,64088,1,0,0,0,"1200 W. International Speedway Blvd, Daytona Beach, FL, 32114","[29.2034388, -81.0498333]",29.2034388,-81.0498333,0,0,0,0,"University of Central Florida<br>Daytona Beach, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Daytona Beach, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Daytona Beach, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Daytona Beach, FL<br>Crime Count: 1<br>Enrollment: 64088<br>Rate per 1000 students: 0.0"
279,University of Central Florida,Rosen College of Hospitality Management,9907 Universal Blvd.,Orlando,FL,32819,1,"Public, 4-year or above",28931,35157,64088,1,0,0,0,"9907 Universal Blvd., Orlando, FL, 32819","[28.4300909, -81.44083119999999]",28.4300909,-81.4408312,0,0,0,0,"University of Central Florida<br>Orlando, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Orlando, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Orlando, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Orlando, FL<br>Crime Count: 1<br>Enrollment: 64088<br>Rate per 1000 students: 0.0"
280,University of Central Florida,UCF Leesburg,9501 U.S. Highway 441,Leesburg,FL,34788,1,"Public, 4-year or above",28931,35157,64088,1,0,0,0,"9501 U.S. Highway 441, Leesburg, FL, 34788","[28.82808069999999, -81.79705179999999]",28.8280807,-81.7970518,0,0,0,0,"University of Central Florida<br>Leesburg, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Leesburg, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Leesburg, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Leesburg, FL<br>Crime Count: 1<br>Enrollment: 64088<br>Rate per 1000 students: 0.0"
281,University of Central Florida,UCF Sanford/Lake Mary,"100 Weldon Blvd, Partnership Center",Sanford,FL,32773,1,"Public, 4-year or above",28931,35157,64088,0,0,0,1,"100 Weldon Blvd, Partnership Center, Sanford, FL, 32773","[28.744246, -81.3054934]",28.744246,-81.3054934,0,0,0,0,"University of Central Florida<br>Sanford, FL<br>Crime Count: 1<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Sanford, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Sanford, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0","University of Central Florida<br>Sanford, FL<br>Crime Count: 0<br>Enrollment: 64088<br>Rate per 1000 students: 0.0"
282,Daytona State College,Daytona State College Daytona Beach Campus,1200 West International Speedway Blvd.,Daytona Beach,FL,321202811,1,"Public, 4-year or above",5066,7640,12706,0,1,0,0,"1200 West International Speedway Blvd., Daytona Beach, FL, 321202811","[29.2034388, -81.0498333]",29.2034388,-81.0498333,0,0,0.1,0,"Daytona State College<br>Daytona Beach, FL<br>Crime Count: 0<br>Enrollment: 12706<br>Rate per 1000 students: 0.0","Daytona State College<br>Daytona Beach, FL<br>Crime Count: 0<br>Enrollment: 12706<br>Rate per 1000 students: 0.0","Daytona State College<br>Daytona Beach, FL<br>Crime Count: 1<br>Enrollment: 12706<br>Rate per 1000 students: 0.1","Daytona State College<br>Daytona Beach, FL<br>Crime Count: 0<br>Enrollment: 12706<br>Rate per 1000 students: 0.0"
283,Eckerd College,Main Campus,4200 54TH AVE S,SAINT PETERSBURG,FL,337114700,2,"Private nonprofit, 4-year or above",729,1317,2046,7,4,0,1,"4200 54TH AVE S, SAINT PETERSBURG, FL, 337114700","[27.719007, -82.68860769999999]",27.719007,-82.6886077,0.5,0,2,3.4,"Eckerd College<br>Saint Petersburg, FL<br>Crime Count: 1<br>Enrollment: 2046<br>Rate per 1000 students: 0.5","Eckerd College<br>Saint Petersburg, FL<br>Crime Count: 0<br>Enrollment: 2046<br>Rate per 1000 students: 0.0","Eckerd College<br>Saint Petersburg, FL<br>Crime Count: 4<br>Enrollment: 2046<br>Rate per 1000 students: 2.0","Eckerd College<br>Saint Petersburg, FL<br>Crime Count: 7<br>Enrollment: 2046<br>Rate per 1000 students: 3.4"
284,Florida SouthWestern State College,Main Campus,8099 College Parkway,Fort Myers,FL,33919,1,"Public, 4-year or above",6417,10210,16627,1,0,1,0,"8099 College Parkway, Fort Myers, FL, 33919","[26.5512125, -81.8873911]",26.5512125,-81.8873911,0,0.1,0,0.1,"Florida SouthWestern State College<br>Fort Myers, FL<br>Crime Count: 0<br>Enrollment: 16627<br>Rate per 1000 students: 0.0","Florida SouthWestern State College<br>Fort Myers, FL<br>Crime Count: 1<br>Enrollment: 16627<br>Rate per 1000 students: 0.1","Florida SouthWestern State College<br>Fort Myers, FL<br>Crime Count: 0<br>Enrollment: 16627<br>Rate per 1000 students: 0.0","Florida SouthWestern State College<br>Fort Myers, FL<br>Crime Count: 1<br>Enrollment: 16627<br>Rate per 1000 students: 0.1"
285,Florida SouthWestern State College,Charlotte County Campus,26300 AIRPORT RD,PUNTA GORDA,FL,33950,1,"Public, 4-year or above",6417,10210,16627,0,1,0,0,"26300 AIRPORT RD, PUNTA GORDA, FL, 33950","[26.9244215, -82.01861749999999]",26.9244215,-82.0186175,0,0,0.1,0,"Florida SouthWestern State College<br>Punta Gorda, FL<br>Crime Count: 0<br>Enrollment: 16627<br>Rate per 1000 students: 0.0","Florida SouthWestern State College<br>Punta Gorda, FL<br>Crime Count: 0<br>Enrollment: 16627<br>Rate per 1000 students: 0.0","Florida SouthWestern State College<br>Punta Gorda, FL<br>Crime Count: 1<br>Enrollment: 16627<br>Rate per 1000 students: 0.1","Florida SouthWestern State College<br>Punta Gorda, FL<br>Crime Count: 0<br>Enrollment: 16627<br>Rate per 1000 students: 0.0"
286,Edward Waters College,Main Campus,1658 KINGS RD,JACKSONVILLE,FL,322096169,2,"Private nonprofit, 4-year or above",1397,1665,3062,1,0,1,6,"1658 KINGS RD, JACKSONVILLE, FL, 322096169","[30.3436937, -81.6836704]",30.3436937,-81.6836704,2,0.3,0,0.3,"Edward Waters College<br>Jacksonville, FL<br>Crime Count: 6<br>Enrollment: 3062<br>Rate per 1000 students: 2.0","Edward Waters College<br>Jacksonville, FL<br>Crime Count: 1<br>Enrollment: 3062<br>Rate per 1000 students: 0.3","Edward Waters College<br>Jacksonville, FL<br>Crime Count: 0<br>Enrollment: 3062<br>Rate per 1000 students: 0.0","Edward Waters College<br>Jacksonville, FL<br>Crime Count: 1<br>Enrollment: 3062<br>Rate per 1000 students: 0.3"
287,Embry-Riddle Aeronautical University-Daytona Beach,"Daytona Beach, FL Campus",600 S CLYDE MORRIS BLVD,DAYTONA BEACH,FL,321143900,2,"Private nonprofit, 4-year or above",4763,1248,6011,0,1,0,1,"600 S CLYDE MORRIS BLVD, DAYTONA BEACH, FL, 321143900","[29.1879316, -81.0502367]",29.1879316,-81.0502367,0.2,0,0.2,0,"Embry-Riddle Aeronautical University-Daytona Beach<br>Daytona Beach, FL<br>Crime Count: 1<br>Enrollment: 6011<br>Rate per 1000 students: 0.2","Embry-Riddle Aeronautical University-Daytona Beach<br>Daytona Beach, FL<br>Crime Count: 0<br>Enrollment: 6011<br>Rate per 1000 students: 0.0","Embry-Riddle Aeronautical University-Daytona Beach<br>Daytona Beach, FL<br>Crime Count: 1<br>Enrollment: 6011<br>Rate per 1000 students: 0.2","Embry-Riddle Aeronautical University-Daytona Beach<br>Daytona Beach, FL<br>Crime Count: 0<br>Enrollment: 6011<br>Rate per 1000 students: 0.0"
288,Florida Atlantic University,Boca Raton,777 GLADES RD,BOCA RATON,FL,334310991,1,"Public, 4-year or above",13246,17295,30541,5,0,3,7,"777 GLADES RD, BOCA RATON, FL, 334310991","[26.373303, -80.109009]",26.373303,-80.109009,0.2,0.1,0,0.2,"Florida Atlantic University<br>Boca Raton, FL<br>Crime Count: 7<br>Enrollment: 30541<br>Rate per 1000 students: 0.2","Florida Atlantic University<br>Boca Raton, FL<br>Crime Count: 3<br>Enrollment: 30541<br>Rate per 1000 students: 0.1","Florida Atlantic University<br>Boca Raton, FL<br>Crime Count: 0<br>Enrollment: 30541<br>Rate per 1000 students: 0.0","Florida Atlantic University<br>Boca Raton, FL<br>Crime Count: 5<br>Enrollment: 30541<br>Rate per 1000 students: 0.2"
289,Florida State College at Jacksonville,Downtown,101 W STATE ST,JACKSONVILLE,FL,32202,1,"Public, 4-year or above",9585,14493,24078,0,0,0,1,"101 W STATE ST, JACKSONVILLE, FL, 32202","[30.3344064, -81.65970589999999]",30.3344064,-81.6597059,0,0,0,0,"Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 1<br>Enrollment: 24078<br>Rate per 1000 students: 0.0","Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 0<br>Enrollment: 24078<br>Rate per 1000 students: 0.0","Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 0<br>Enrollment: 24078<br>Rate per 1000 students: 0.0","Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 0<br>Enrollment: 24078<br>Rate per 1000 students: 0.0"
290,Florida State College at Jacksonville,South,11901 BEACH BLVD,JACKSONVILLE,FL,32246,1,"Public, 4-year or above",9585,14493,24078,0,1,0,0,"11901 BEACH BLVD, JACKSONVILLE, FL, 32246","[30.2872473, -81.50449859999999]",30.2872473,-81.5044986,0,0,0,0,"Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 0<br>Enrollment: 24078<br>Rate per 1000 students: 0.0","Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 0<br>Enrollment: 24078<br>Rate per 1000 students: 0.0","Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 1<br>Enrollment: 24078<br>Rate per 1000 students: 0.0","Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 0<br>Enrollment: 24078<br>Rate per 1000 students: 0.0"
291,Florida State College at Jacksonville,Deerwood,9911 OLD BAYMEADOWS ROAD,JACKSONVILLE,FL,32256,1,"Public, 4-year or above",9585,14493,24078,0,0,0,1,"9911 OLD BAYMEADOWS ROAD, JACKSONVILLE, FL, 32256","[30.22186629999999, -81.5537294]",30.2218663,-81.5537294,0,0,0,0,"Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 1<br>Enrollment: 24078<br>Rate per 1000 students: 0.0","Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 0<br>Enrollment: 24078<br>Rate per 1000 students: 0.0","Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 0<br>Enrollment: 24078<br>Rate per 1000 students: 0.0","Florida State College at Jacksonville<br>Jacksonville, FL<br>Crime Count: 0<br>Enrollment: 24078<br>Rate per 1000 students: 0.0"
292,Flagler College-St Augustine,Main Campus,74 KING STREET,SAINT AUGUSTINE,FL,320841027,2,"Private nonprofit, 4-year or above",969,1652,2621,2,0,0,0,"74 KING STREET, SAINT AUGUSTINE, FL, 320841027","[29.89305239999999, -81.3149756]",29.8930524,-81.3149756,0,0,0,0.8,"Flagler College-St Augustine<br>Saint Augustine, FL<br>Crime Count: 0<br>Enrollment: 2621<br>Rate per 1000 students: 0.0","Flagler College-St Augustine<br>Saint Augustine, FL<br>Crime Count: 0<br>Enrollment: 2621<br>Rate per 1000 students: 0.0","Flagler College-St Augustine<br>Saint Augustine, FL<br>Crime Count: 0<br>Enrollment: 2621<br>Rate per 1000 students: 0.0","Flagler College-St Augustine<br>Saint Augustine, FL<br>Crime Count: 2<br>Enrollment: 2621<br>Rate per 1000 students: 0.8"
293,Adventist University of Health Sciences,Main Campus,671 Winyah Drive,ORLANDO,FL,32803,2,"Private nonprofit, 4-year or above",397,1515,1912,0,0,1,17,"671 Winyah Drive, ORLANDO, FL, 32803","[28.5761267, -81.36765369999999]",28.5761267,-81.3676537,8.9,0.5,0,0,"Adventist University of Health Sciences<br>Orlando, FL<br>Crime Count: 17<br>Enrollment: 1912<br>Rate per 1000 students: 8.9","Adventist University of Health Sciences<br>Orlando, FL<br>Crime Count: 1<br>Enrollment: 1912<br>Rate per 1000 students: 0.5","Adventist University of Health Sciences<br>Orlando, FL<br>Crime Count: 0<br>Enrollment: 1912<br>Rate per 1000 students: 0.0","Adventist University of Health Sciences<br>Orlando, FL<br>Crime Count: 0<br>Enrollment: 1912<br>Rate per 1000 students: 0.0"
294,Florida Institute of Technology,Main Campus,150 W UNIVERSITY BLVD,MELBOURNE,FL,329016975,2,"Private nonprofit, 4-year or above",4250,2201,6451,0,0,1,0,"150 W UNIVERSITY BLVD, MELBOURNE, FL, 329016975","[28.0640125, -80.6242041]",28.0640125,-80.6242041,0,0.2,0,0,"Florida Institute of Technology<br>Melbourne, FL<br>Crime Count: 0<br>Enrollment: 6451<br>Rate per 1000 students: 0.0","Florida Institute of Technology<br>Melbourne, FL<br>Crime Count: 1<br>Enrollment: 6451<br>Rate per 1000 students: 0.2","Florida Institute of Technology<br>Melbourne, FL<br>Crime Count: 0<br>Enrollment: 6451<br>Rate per 1000 students: 0.0","Florida Institute of Technology<br>Melbourne, FL<br>Crime Count: 0<br>Enrollment: 6451<br>Rate per 1000 students: 0.0"
295,Florida Career College-Miami,Main - Miami Campus,1321 SW 107 Ave Ste. 201B,MIAMI,FL,33174,6,"Private for-profit, 2-year",138,202,340,0,0,1,0,"1321 SW 107 Ave Ste. 201B, MIAMI, FL, 33174","[25.7552134, -80.3668521]",25.7552134,-80.3668521,0,2.9,0,0,"Florida Career College-Miami<br>Miami, FL<br>Crime Count: 0<br>Enrollment: 340<br>Rate per 1000 students: 0.0","Florida Career College-Miami<br>Miami, FL<br>Crime Count: 1<br>Enrollment: 340<br>Rate per 1000 students: 2.9","Florida Career College-Miami<br>Miami, FL<br>Crime Count: 0<br>Enrollment: 340<br>Rate per 1000 students: 0.0","Florida Career College-Miami<br>Miami, FL<br>Crime Count: 0<br>Enrollment: 340<br>Rate per 1000 students: 0.0"
296,Florida Southern College,Main Campus,111 LAKE HOLLINGSWORTH DR,LAKELAND,FL,338015698,2,"Private nonprofit, 4-year or above",1010,1967,2977,2,0,0,0,"111 LAKE HOLLINGSWORTH DR, LAKELAND, FL, 338015698","[28.0296648, -81.9449388]",28.0296648,-81.9449388,0,0,0,0.7,"Florida Southern College<br>Lakeland, FL<br>Crime Count: 0<br>Enrollment: 2977<br>Rate per 1000 students: 0.0","Florida Southern College<br>Lakeland, FL<br>Crime Count: 0<br>Enrollment: 2977<br>Rate per 1000 students: 0.0","Florida Southern College<br>Lakeland, FL<br>Crime Count: 0<br>Enrollment: 2977<br>Rate per 1000 students: 0.0","Florida Southern College<br>Lakeland, FL<br>Crime Count: 2<br>Enrollment: 2977<br>Rate per 1000 students: 0.7"
297,University of Florida,University of Florida,University of Florida,Gainesville,FL,32611,1,"Public, 4-year or above",23898,28469,52367,21,0,2,6,"University of Florida, Gainesville, FL, 32611","[29.6436325, -82.3549302]",29.6436325,-82.3549302,0.1,0,0,0.4,"University of Florida<br>Gainesville, FL<br>Crime Count: 6<br>Enrollment: 52367<br>Rate per 1000 students: 0.1","University of Florida<br>Gainesville, FL<br>Crime Count: 2<br>Enrollment: 52367<br>Rate per 1000 students: 0.0","University of Florida<br>Gainesville, FL<br>Crime Count: 0<br>Enrollment: 52367<br>Rate per 1000 students: 0.0","University of Florida<br>Gainesville, FL<br>Crime Count: 21<br>Enrollment: 52367<br>Rate per 1000 students: 0.4"
298,Hillsborough Community College,Dale Mabry Campus,4001 Tampa Bay Blvd.,TAMPA,FL,33614,4,"Public, 2-year",11582,15479,27061,0,1,0,1,"4001 Tampa Bay Blvd., TAMPA, FL, 33614","[27.9753526, -82.509197]",27.9753526,-82.509197,0,0,0,0,"Hillsborough Community College<br>Tampa, FL<br>Crime Count: 1<br>Enrollment: 27061<br>Rate per 1000 students: 0.0","Hillsborough Community College<br>Tampa, FL<br>Crime Count: 0<br>Enrollment: 27061<br>Rate per 1000 students: 0.0","Hillsborough Community College<br>Tampa, FL<br>Crime Count: 1<br>Enrollment: 27061<br>Rate per 1000 students: 0.0","Hillsborough Community College<br>Tampa, FL<br>Crime Count: 0<br>Enrollment: 27061<br>Rate per 1000 students: 0.0"
299,Hillsborough Community College,Ybor City Campus,2001 14th Street,Tampa,FL,336755096,4,"Public, 2-year",11582,15479,27061,0,1,2,0,"2001 14th Street, Tampa, FL, 336755096","[27.9626855, -82.4447125]",27.9626855,-82.4447125,0,0.1,0,0,"Hillsborough Community College<br>Tampa, FL<br>Crime Count: 0<br>Enrollment: 27061<br>Rate per 1000 students: 0.0","Hillsborough Community College<br>Tampa, FL<br>Crime Count: 2<br>Enrollment: 27061<br>Rate per 1000 students: 0.1","Hillsborough Community College<br>Tampa, FL<br>Crime Count: 1<br>Enrollment: 27061<br>Rate per 1000 students: 0.0","Hillsborough Community College<br>Tampa, FL<br>Crime Count: 0<br>Enrollment: 27061<br>Rate per 1000 students: 0.0"
