UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD13,NEG_M13,FORCIB13,NONFOR13,ROBBE13,AGG_A13,BURGLA13,VEHIC13,ARSON13,MURD14,NEG_M14,RAPE14,FONDL14,INCES14,STATR14,ROBBE14,AGG_A14,BURGLA14,VEHIC14,ARSON14,MURD15,NEG_M15,RAPE15,FONDL15,INCES15,STATR15,ROBBE15,AGG_A15,BURGLA15,VEHIC15,ARSON15,FILTER13,FILTER14,FILTER15
146296006,Joliet Junior College,Frankfort Educational Center,201 Colorado Avenue,Frankfort Illinois,IL,60423,4,"Public, 2-year",6790,8154,14944,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146339001,Judson University,Elgin Campus,1151 N STATE ST,ELGIN,IL,601231498,2,"Private nonprofit, 4-year or above",517,757,1274,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1
146339002,Judson University,Rockford Campus,1055 Featherstone Drive,Rockford,IL,61107,2,"Private nonprofit, 4-year or above",517,757,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146348001,Kankakee Community College,Main Campus,100 College Drive,Kankakee,IL,609016505,4,"Public, 2-year",1266,2040,3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146366001,Kaskaskia College,Main Campus,27210 COLLEGE RD,CENTRALIA,IL,62801,4,"Public, 2-year",1895,2577,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146393001,Kendall College,Main Campus,900 North North Branch St.,Chicago,IL,60642,3,"Private for-profit, 4-year or above",330,945,1275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146418001,Kishwaukee College,Kishwaukee College,21193 MALTA RD,MALTA,IL,601509699,4,"Public, 2-year",1859,2205,4064,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
146427001,Knox College,Knox College,2 E SOUTH ST,GALESBURG,IL,614019999,2,"Private nonprofit, 4-year or above",571,826,1397,0,0,8,0,1,0,14,0,0,0,0,14,1,0,0,1,0,4,0,1,0,0,6,2,0,0,0,0,9,1,0,1,1,1
146454001,Educators of Beauty College of Cosmetology-La Salle,Main Campus,122 WRIGHT ST,LA SALLE,IL,61301,9,"Private for-profit, less-than 2-year",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146472001,College of Lake County,Grayslake Campus,19351 W WASHINGTON ST.,GRAYSLAKE,IL,600301198,4,"Public, 2-year",6837,8127,14964,0,0,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
146472002,College of Lake County,Lakeshore Campus,33 N.  Genesee St.,Waukegan,IL,600854309,4,"Public, 2-year",6837,8127,14964,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146472003,College of Lake County,Southlake Education Center,1120 South Milwaukee Ave.,Vernon Hills,IL,600613195,4,"Public, 2-year",6837,8127,14964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146481001,Lake Forest College,Main Campus,555 N SHERIDAN ROAD,LAKE FOREST,IL,600452399,2,"Private nonprofit, 4-year or above",698,902,1600,0,0,1,0,0,1,23,0,0,0,0,2,0,0,1,0,1,19,0,0,0,0,5,1,0,0,0,0,11,0,0,1,1,1
146490001,Lake Forest Graduate School of Management,Main Campus,1905 W. Field Court,LAKE FOREST,IL,60045,2,"Private nonprofit, 4-year or above",212,189,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146490002,Lake Forest Graduate School of Management,Lake Forest Graduate School - Schaumburg Campus,1300 E. Woodfield Rd. Suite 600,Schaumburg,IL,60173,2,"Private nonprofit, 4-year or above",212,189,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146506001,Lake Land College,Main Campus,5001 LAKE LAND BLVD,MATTOON,IL,61938,4,"Public, 2-year",2366,2875,5241,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146533001,Lakeview College of Nursing,Main Campus,903 N LOGAN AVE,DANVILLE,IL,61832,2,"Private nonprofit, 4-year or above",45,271,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146533002,Lakeview College of Nursing,Charleston,580 West Lincoln Avenue,Charleston,IL,61920,2,"Private nonprofit, 4-year or above",45,271,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146603001,Lewis and Clark Community College,Main Campus,5800 GODFREY RD,GODFREY,IL,62035,4,"Public, 2-year",3634,4280,7914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146612001,Lewis University,Main Campus,ONE UNIVERSITY PARKWAY,ROMEOVILLE,IL,604462200,2,"Private nonprofit, 4-year or above",2731,3948,6679,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,2,0,1,1,1,1
146612002,Lewis University,Lewis University at Oak Brook,1111 West 22nd Street Suite 700,Oak Brook,IL,605230406,2,"Private nonprofit, 4-year or above",2731,3948,6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146612003,Lewis University,Lewis University at Hickory Hills,9650 S. Roberts Road,Hickory Hills,IL,604572238,2,"Private nonprofit, 4-year or above",2731,3948,6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146612005,Lewis University,Lewis University at Tinley Park,18501 Maple Creek Drive,Tinley Park,IL,604772279,2,"Private nonprofit, 4-year or above",2731,3948,6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146612007,Lewis University,Lewis University at Chicago,3434 South Michigan,Chicago,IL,60616,2,"Private nonprofit, 4-year or above",2731,3948,6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146612008,Lewis University,Albuquerque,"2440 Louisiana Boulevard NE, Ste 100",Albuquerque,NM,871104405,2,"Private nonprofit, 4-year or above",2731,3948,6679,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
146612009,Lewis University,Kirkland Air Force Base,1900 Wyoming Boulevard SE,Kirtland AFB,NM,871175604,2,"Private nonprofit, 4-year or above",2731,3948,6679,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
146667001,Lincoln Christian University,Main Campus,100 Campus View Drive,LINCOLN,IL,626562111,2,"Private nonprofit, 4-year or above",498,380,878,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,1
146667002,Lincoln Christian University,Lincoln Christian University - Las Vegas Site,8965 Southeastern Ave,Las Vegas,NV,89123,2,"Private nonprofit, 4-year or above",498,380,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146667003,Lincoln Christian University,Lincoln Christian University - Bloomington Normal,1500 North Airport Road,Normal,IL,61761,2,"Private nonprofit, 4-year or above",498,380,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146676001,Lincoln College,Main Campus,300 KEOKUK ST,LINCOLN,IL,62656,2,"Private nonprofit, 4-year or above",493,701,1194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146676002,Lincoln College,Normal Campus,715 W. Raab Rd,Normal,IL,61761,2,"Private nonprofit, 4-year or above",493,701,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146685001,Lincoln Land Community College,Main Campus,5250 SHEPHERD RD,SPRINGFIELD,IL,627949256,4,"Public, 2-year",2671,3776,6447,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
146685002,Lincoln Land Community College,Capital City Center,130 West Mason,Springfield,IL,62702,4,"Public, 2-year",2671,3776,6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146685003,Lincoln Land Community College,LLCC - Taylorville,800 South Spresser,Springfield,IL,62568,4,"Public, 2-year",2671,3776,6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146685005,Lincoln Land Community College,LLCC - Hillsboro,102 N.Main,Hillsboro,IL,62049,4,"Public, 2-year",2671,3776,6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146685006,Lincoln Land Community College,LLCC - Jacksonville,#32 North Central Park Plaza,Jacksonville,IL,62650,4,"Public, 2-year",2671,3776,6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146685007,Lincoln Land Community College,LLCC - Litchfield,#1 Lincoln Land Drive,Litchfield,IL,62056,4,"Public, 2-year",2671,3776,6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146685008,Lincoln Land Community College,LLCC - Beardstown,109 White Pine Lane,Beardstown,IL,62618,4,"Public, 2-year",2671,3776,6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146685012,Lincoln Land Community College,LLCC - Aviation Center Abraham Lincoln Capital Airport,815 South Airport Drive,Springfield,IL,62701,4,"Public, 2-year",2671,3776,6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146700001,Lincoln College of Technology-Melrose Park,Main Campus,8317 W. North Ave.,Melrose Park,IL,601601605,6,"Private for-profit, 2-year",505,171,676,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
146719001,Loyola University Chicago,Lake Shore Campus,1032 W. Sheridan Rd.,CHICAGO,IL,60626,2,"Private nonprofit, 4-year or above",5825,10612,16437,0,0,4,0,1,0,2,3,0,0,0,2,0,0,0,0,3,9,1,0,0,0,1,4,0,0,1,0,1,1,0,1,1,1
146719002,Loyola University Chicago,Water Tower Campus,820 N. Michigan Avenue,Chicago,IL,606119810,2,"Private nonprofit, 4-year or above",5825,10612,16437,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
146719005,Loyola University Chicago,Medical Center,2160 South First Avenue,Maywood,IL,60153,2,"Private nonprofit, 4-year or above",5825,10612,16437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1
146719006,Loyola University Chicago,Rome Center,"Via Massimi 114/A. Rome, Italy 00136",Rome,,00136,2,"Private nonprofit, 4-year or above",5825,10612,16437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
146719007,Loyola University Chicago,Cuneo Mansion & Gardens,1350 N. MILWAUKEE AVE,Vernon Hills,IL,60061,2,"Private nonprofit, 4-year or above",5825,10612,16437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146719008,Loyola University Chicago,LUREC,2710 S. Country Club Road,Woodstock,IL,60098,2,"Private nonprofit, 4-year or above",5825,10612,16437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146728001,Lutheran School of Theology at Chicago,Main Campus,1100 E 55TH ST,CHICAGO,IL,606155112,2,"Private nonprofit, 4-year or above",119,95,214,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1
146755001,Trinity College of Nursing & Health Sciences,Main Campus,2122 25th Ave,Rock Island,IL,612011216,2,"Private nonprofit, 4-year or above",18,253,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146807001,Steven Papageorge Hair Academy,Main Campus,1115 W Belmont,CHICAGO,IL,60657,9,"Private for-profit, less-than 2-year",8,55,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146816001,MacCormac College,Chicago Campus,29 E. Madison,CHICAGO,IL,606024405,5,"Private nonprofit, 2-year",40,195,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146825001,MacMurray College,MacMurray College,447 E COLLEGE AVE,JACKSONVILLE,IL,62650,2,"Private nonprofit, 4-year or above",279,291,570,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
146977001,McCormick Theological Seminary,Main Campus,5460 S. University Avenue,Chicago,IL,60615,2,"Private nonprofit, 4-year or above",111,84,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147004001,McHenry County College,Main Campus,8900 US HWY 14,CRYSTAL LAKE,IL,600122761,4,"Public, 2-year",3056,3505,6561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147004002,McHenry County College,Shah Center for Corporate Training,4100 West Shamrock Lane,McHenry,IL,60050,4,"Public, 2-year",3056,3505,6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147013001,McKendree University,Main Campus,701 COLLEGE RD,LEBANON,IL,622541299,2,"Private nonprofit, 4-year or above",1286,1715,3001,0,0,2,0,1,0,12,0,0,0,0,3,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,13,0,0,1,1,1
147031001,Meadville Lombard Theological School,Main Campus,610 S. Michigan Avenue,CHICAGO,IL,60605,2,"Private nonprofit, 4-year or above",33,65,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147129001,Methodist College,Methodist College,7600 N. Academic Drive,Peoria,IL,61615,2,"Private nonprofit, 4-year or above",76,530,606,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147165001,Midstate College,Main Campus,411 W Northmoor Road,Peoria,IL,616143558,3,"Private for-profit, 4-year or above",114,345,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147244001,Millikin University,Main Campus,1184 W MAIN ST,DECATUR,IL,625222084,2,"Private nonprofit, 4-year or above",904,1248,2152,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1
147341001,Monmouth College,Main Campus,700 E BROADWAY,MONMOUTH,IL,614621998,2,"Private nonprofit, 4-year or above",567,630,1197,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,1
147369001,Moody Bible Institute,Chicago Campus,820 N LaSalle Blvd,Chicago,IL,606103284,2,"Private nonprofit, 4-year or above",2246,1676,3922,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,1,7,1,0,1,1,1
147369002,Moody Bible Institute,Spokane,611 E. Indina Avenue,Spokane,WA,99207,2,"Private nonprofit, 4-year or above",2246,1676,3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147369003,Moody Bible Institute,Plymouth,41550 E. Ann Arbor Trail,Plymouth,MI,48170,2,"Private nonprofit, 4-year or above",2246,1676,3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147378001,Moraine Valley Community College,Moraine Valley Community College,9000 W. College Parkway,PALOS HILLS,IL,604650937,4,"Public, 2-year",7276,7740,15016,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147396001,Morrison Institute of Technology,Main Campus,701 PORTLAND AVE,MORRISON,IL,612702959,5,"Private nonprofit, 2-year",72,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147411001,Morton College,Main Campus,3801 S CENTRAL AVE,CICERO,IL,608044398,4,"Public, 2-year",1875,2717,4592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147439001,Mr John's School of Cosmetology Esthetics & Nails-Decatur,Main Campus,1745 E ELDORADO,DECATUR,IL,62521,6,"Private for-profit, 2-year",1,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
147536001,National Louis University,Chicago Campus,122 S MICHIGAN AVE,CHICAGO,IL,60603,2,"Private nonprofit, 4-year or above",870,3514,4384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
147536002,National Louis University,Elgin Campus,620 Tollgate Road,Elgin,IL,60123,2,"Private nonprofit, 4-year or above",870,3514,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147536005,National Louis University,Wheeling Campus,1000 Capitol Drive,Wheeling,IL,60090,2,"Private nonprofit, 4-year or above",870,3514,4384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147536010,National Louis University,Milwaukee Campus,"12000 W. Park Place, Suite 100",Milwaukee,WI,53224,2,"Private nonprofit, 4-year or above",870,3514,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147536013,National Louis University,Tampa Campus,5110 Eisenhower Blvd. Suite 102,Tampa,FL,33634,2,"Private nonprofit, 4-year or above",870,3514,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147536015,National Louis University,Lisle Campus,850 Warrenville Road,Lisle,IL,605321356,2,"Private nonprofit, 4-year or above",870,3514,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147536016,National Louis University,North Shore,5202 Old Orchard Road,Skokie,IL,600774409,2,"Private nonprofit, 4-year or above",870,3514,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147590001,National University of Health Sciences,Main Campus,200 E ROOSEVELT RD,LOMBARD,IL,601484583,2,"Private nonprofit, 4-year or above",266,416,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1
147590004,National University of Health Sciences,Health Education Center,7200 66th Street N,Pinellas Park,FL,33781,2,"Private nonprofit, 4-year or above",266,416,682,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147642001,Niles School of Cosmetology,Niles School of Cosmetology,8057 N. Milwaukee Av.,Niles,IL,60714,9,"Private for-profit, less-than 2-year",4,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147660001,North Central College,Main Campus,30 N BRAINARD ST,NAPERVILLE,IL,60540,2,"Private nonprofit, 4-year or above",1375,1587,2962,0,0,1,0,1,2,10,1,0,0,0,3,2,0,0,0,0,2,0,0,0,0,2,3,0,0,0,1,1,0,0,1,1,1
147679001,North Park University,Main Campus,3225 W . Foster Avenue,Chicago,IL,606254895,2,"Private nonprofit, 4-year or above",1110,2049,3159,0,0,1,0,0,0,14,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,2,1,1,0,1,1,1
147697001,Northern Baptist Theological Seminary,Lombard Main Campus,660 E Butterfield Rd,Lombard,IL,601485698,2,"Private nonprofit, 4-year or above",132,55,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147703001,Northern Illinois University,Main Campus,1425 West Lincoln Highway,DeKalb,IL,601152854,1,"Public, 4-year or above",10022,10108,20130,0,0,10,0,2,8,12,2,2,0,0,8,2,0,0,1,11,9,3,5,0,0,10,1,0,0,1,12,13,2,1,1,1,1
147703002,Northern Illinois University,NIU - Naperville,1120 East Diehl Road,Naperville,IL,60563,1,"Public, 4-year or above",10022,10108,20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147703003,Northern Illinois University,NIU - Rockford,8500 East State Street,Rockford,IL,61108,1,"Public, 4-year or above",10022,10108,20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147703004,Northern Illinois University,NIU - Hoffman Estates,5555 Trillium Drive,Hoffman Estates,IL,60192,1,"Public, 4-year or above",10022,10108,20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147703005,Northern Illinois University,NIU-Lorado Taft Field Campus,1414 North River Road,Oregon,IL,61061,1,"Public, 4-year or above",10022,10108,20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147749001,Northwestern College-Chicago Campus,Main Campus,4829 N LIPPS AVE,CHICAGO,IL,60630,6,"Private for-profit, 2-year",58,181,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147767001,Northwestern University,Main Campus,633 CLARK ST,EVANSTON,IL,602081320,2,"Private nonprofit, 4-year or above",11432,10223,21655,0,0,7,0,1,0,16,3,0,0,0,3,3,0,0,0,2,19,0,1,0,0,8,2,0,0,0,1,23,0,0,1,1,1
147767002,Northwestern University,Graduate,710 N. Lake Shore Drive,Chicago,IL,606113078,2,"Private nonprofit, 4-year or above",11432,10223,21655,0,0,1,0,2,0,5,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,6,0,0,1,1,1
147767003,Northwestern University,Kellogg's Miami Campus,"95 Merrick Way, Suite 105",Coral Gables,FL,33134,2,"Private nonprofit, 4-year or above",11432,10223,21655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147767004,Northwestern University,Medill's Washington D.C. Campus,1325 G. Street NW,Washington,DC,20005,2,"Private nonprofit, 4-year or above",11432,10223,21655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147767005,Northwestern University,"Education City, Qatar","Northwestern University in Qatar, P.O. Box 34102",Doha,,,2,"Private nonprofit, 4-year or above",11432,10223,21655,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1
147776001,Northeastern Illinois University,Northeastern Illinois University Main Campus,5500 N ST LOUIS AVE,CHICAGO,IL,606254699,1,"Public, 4-year or above",4294,5597,9891,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147800001,Oakton Community College,Main Campus,1600 E GOLF RD,DES PLAINES,IL,600161268,4,"Public, 2-year",4797,5067,9864,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147800002,Oakton Community College,Ray Hartstein Skokie Campus,7701 Lincloln Avenue,Skokie,IL,60077,4,"Public, 2-year",4797,5067,9864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147819001,Oehrlein School of Cosmetology,Main Campus,100 MEADOWS AVE,EAST PEORIA,IL,61611,9,"Private for-profit, less-than 2-year",0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147828001,Olivet Nazarene University,Olivet Nazarene University,One University Avenue,Bourbonnais,IL,609142271,2,"Private nonprofit, 4-year or above",1598,3294,4892,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,1,0,0,0,1,2,0,0,1,1,1
147828003,Olivet Nazarene University,Rolling Meadows,3601 W. Algonquin Rd. #730,Rolling Meadows,IL,60008,2,"Private nonprofit, 4-year or above",1598,3294,4892,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
147828004,Olivet Nazarene University,Oakbrook,2809 Butterfield Rd.,Oak Brook,IL,60523,2,"Private nonprofit, 4-year or above",1598,3294,4892,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
147916001,Parkland College,Main Campus,2400 W BRADLEY AVE,CHAMPAIGN,IL,618211899,4,"Public, 2-year",3872,4275,8147,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
