,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
6686,Blinn College,Main Campus,902 COLLEGE AVE,BRENHAM,TX,778334098,4,"Public, 2-year",9275.0,9821.0,19096.0,0,3,0,6,"902 COLLEGE AVE, BRENHAM, TX, 778334098","[30.1598781, -96.4066666]",30.1598781,-96.4066666,0.3,0.0,0.2,0.0,"Blinn College<br>Brenham, TX<br>Crime Count: 6<br>Enrollment: 19096<br>Rate per 1000 students: 0.3","Blinn College<br>Brenham, TX<br>Crime Count: 0<br>Enrollment: 19096<br>Rate per 1000 students: 0.0","Blinn College<br>Brenham, TX<br>Crime Count: 3<br>Enrollment: 19096<br>Rate per 1000 students: 0.2","Blinn College<br>Brenham, TX<br>Crime Count: 0<br>Enrollment: 19096<br>Rate per 1000 students: 0.0"
6693,Brookhaven College,BROOKHAVEN COLLEGE,3939 VALLEY VIEW LN,FARMERS BRANCH,TX,752444997,4,"Public, 2-year",5435.0,7340.0,12775.0,0,1,0,1,"3939 VALLEY VIEW LN, FARMERS BRANCH, TX, 752444997","[32.9295899, -96.84992489999999]",32.9295899,-96.8499249,0.1,0.0,0.1,0.0,"Brookhaven College<br>Farmers Branch, TX<br>Crime Count: 1<br>Enrollment: 12775<br>Rate per 1000 students: 0.1","Brookhaven College<br>Farmers Branch, TX<br>Crime Count: 0<br>Enrollment: 12775<br>Rate per 1000 students: 0.0","Brookhaven College<br>Farmers Branch, TX<br>Crime Count: 1<br>Enrollment: 12775<br>Rate per 1000 students: 0.1","Brookhaven College<br>Farmers Branch, TX<br>Crime Count: 0<br>Enrollment: 12775<br>Rate per 1000 students: 0.0"
6695,Central Texas College,Main Campus,6200 West Central Texas Expressway,KILLEEN,TX,765401800,4,"Public, 2-year",9281.0,8836.0,18117.0,0,0,0,2,"6200 West Central Texas Expressway, KILLEEN, TX, 765401800","[31.1201038, -97.8090211]",31.1201038,-97.8090211,0.1,0.0,0.0,0.0,"Central Texas College<br>Killeen, TX<br>Crime Count: 2<br>Enrollment: 18117<br>Rate per 1000 students: 0.1","Central Texas College<br>Killeen, TX<br>Crime Count: 0<br>Enrollment: 18117<br>Rate per 1000 students: 0.0","Central Texas College<br>Killeen, TX<br>Crime Count: 0<br>Enrollment: 18117<br>Rate per 1000 students: 0.0","Central Texas College<br>Killeen, TX<br>Crime Count: 0<br>Enrollment: 18117<br>Rate per 1000 students: 0.0"
6702,Clarendon College,Clarendon College,1122 College Drive / P.O. Box 968,CLARENDON,TX,792260968,4,"Public, 2-year",674.0,760.0,1434.0,1,0,0,0,"1122 College Drive / P.O. Box 968, CLARENDON, TX, 792260968","[34.944589, -100.9024097]",34.944589,-100.9024097,0.0,0.0,0.0,0.7,"Clarendon College<br>Clarendon, TX<br>Crime Count: 0<br>Enrollment: 1434<br>Rate per 1000 students: 0.0","Clarendon College<br>Clarendon, TX<br>Crime Count: 0<br>Enrollment: 1434<br>Rate per 1000 students: 0.0","Clarendon College<br>Clarendon, TX<br>Crime Count: 0<br>Enrollment: 1434<br>Rate per 1000 students: 0.0","Clarendon College<br>Clarendon, TX<br>Crime Count: 1<br>Enrollment: 1434<br>Rate per 1000 students: 0.7"
6706,Concordia University-Texas,Concordia University Texas,11400 Concordia University Drive,AUSTIN,TX,78726,2,"Private nonprofit, 4-year or above",960.0,1751.0,2711.0,1,0,0,0,"11400 Concordia University Drive, AUSTIN, TX, 78726","[30.4209992, -97.8362386]",30.4209992,-97.8362386,0.0,0.0,0.0,0.4,"Concordia University-Texas<br>Austin, TX<br>Crime Count: 0<br>Enrollment: 2711<br>Rate per 1000 students: 0.0","Concordia University-Texas<br>Austin, TX<br>Crime Count: 0<br>Enrollment: 2711<br>Rate per 1000 students: 0.0","Concordia University-Texas<br>Austin, TX<br>Crime Count: 0<br>Enrollment: 2711<br>Rate per 1000 students: 0.0","Concordia University-Texas<br>Austin, TX<br>Crime Count: 1<br>Enrollment: 2711<br>Rate per 1000 students: 0.4"
6717,Texas A & M University-Corpus Christi,Main Campus,6300 Ocean Dr.,Corpus Christi,TX,784125503,1,"Public, 4-year or above",4888.0,7314.0,12202.0,6,0,1,0,"6300 Ocean Dr., Corpus Christi, TX, 784125503","[27.7151061, -97.3287874]",27.7151061,-97.3287874,0.0,0.1,0.0,0.5,"Texas A & M University-Corpus Christi<br>Corpus Christi, TX<br>Crime Count: 0<br>Enrollment: 12202<br>Rate per 1000 students: 0.0","Texas A & M University-Corpus Christi<br>Corpus Christi, TX<br>Crime Count: 1<br>Enrollment: 12202<br>Rate per 1000 students: 0.1","Texas A & M University-Corpus Christi<br>Corpus Christi, TX<br>Crime Count: 0<br>Enrollment: 12202<br>Rate per 1000 students: 0.0","Texas A & M University-Corpus Christi<br>Corpus Christi, TX<br>Crime Count: 6<br>Enrollment: 12202<br>Rate per 1000 students: 0.5"
6725,University of Dallas,Main Campus,1845 E NORTHGATE,IRVING,TX,750624736,2,"Private nonprofit, 4-year or above",1194.0,1163.0,2357.0,2,0,0,1,"1845 E NORTHGATE, IRVING, TX, 750624736","[32.8462097, -96.9210392]",32.8462097,-96.9210392,0.4,0.0,0.0,0.8,"University of Dallas<br>Irving, TX<br>Crime Count: 1<br>Enrollment: 2357<br>Rate per 1000 students: 0.4","University of Dallas<br>Irving, TX<br>Crime Count: 0<br>Enrollment: 2357<br>Rate per 1000 students: 0.0","University of Dallas<br>Irving, TX<br>Crime Count: 0<br>Enrollment: 2357<br>Rate per 1000 students: 0.0","University of Dallas<br>Irving, TX<br>Crime Count: 2<br>Enrollment: 2357<br>Rate per 1000 students: 0.8"
6733,Texas A & M University-Texarkana,Texas A&M University-Texarkana at Bringle Lake,7101 University Ave.,TEXARKANA,TX,75503,1,"Public, 4-year or above",768.0,1292.0,2060.0,1,0,0,0,"7101 University Ave., TEXARKANA, TX, 75503","[33.4898106, -94.1036731]",33.4898106,-94.1036731,0.0,0.0,0.0,0.5,"Texas A & M University-Texarkana<br>Texarkana, TX<br>Crime Count: 0<br>Enrollment: 2060<br>Rate per 1000 students: 0.0","Texas A & M University-Texarkana<br>Texarkana, TX<br>Crime Count: 0<br>Enrollment: 2060<br>Rate per 1000 students: 0.0","Texas A & M University-Texarkana<br>Texarkana, TX<br>Crime Count: 0<br>Enrollment: 2060<br>Rate per 1000 students: 0.0","Texas A & M University-Texarkana<br>Texarkana, TX<br>Crime Count: 1<br>Enrollment: 2060<br>Rate per 1000 students: 0.5"
6735,Texas A & M University-Commerce,Main Campus,2600 South Neal,COMMERCE,TX,754283011,1,"Public, 4-year or above",5364.0,8150.0,13514.0,3,1,0,0,"2600 South Neal, COMMERCE, TX, 754283011","[33.2353555, -95.9090659]",33.2353555,-95.9090659,0.0,0.0,0.1,0.2,"Texas A & M University-Commerce<br>Commerce, TX<br>Crime Count: 0<br>Enrollment: 13514<br>Rate per 1000 students: 0.0","Texas A & M University-Commerce<br>Commerce, TX<br>Crime Count: 0<br>Enrollment: 13514<br>Rate per 1000 students: 0.0","Texas A & M University-Commerce<br>Commerce, TX<br>Crime Count: 1<br>Enrollment: 13514<br>Rate per 1000 students: 0.1","Texas A & M University-Commerce<br>Commerce, TX<br>Crime Count: 3<br>Enrollment: 13514<br>Rate per 1000 students: 0.2"
6742,Eastfield College,Main Campus,3737 MOTLEY DR,MESQUITE,TX,751502099,4,"Public, 2-year",5975.0,9054.0,15029.0,0,0,2,0,"3737 MOTLEY DR, MESQUITE, TX, 751502099","[32.8170326, -96.6608887]",32.8170326,-96.6608887,0.0,0.1,0.0,0.0,"Eastfield College<br>Mesquite, TX<br>Crime Count: 0<br>Enrollment: 15029<br>Rate per 1000 students: 0.0","Eastfield College<br>Mesquite, TX<br>Crime Count: 2<br>Enrollment: 15029<br>Rate per 1000 students: 0.1","Eastfield College<br>Mesquite, TX<br>Crime Count: 0<br>Enrollment: 15029<br>Rate per 1000 students: 0.0","Eastfield College<br>Mesquite, TX<br>Crime Count: 0<br>Enrollment: 15029<br>Rate per 1000 students: 0.0"
6744,El Centro College,El Centro College,801 Main,DALLAS,TX,752023604,4,"Public, 2-year",3597.0,7153.0,10750.0,0,0,0,2,"801 Main, DALLAS, TX, 752023604","[32.7797883, -96.80520899999999]",32.7797883,-96.805209,0.2,0.0,0.0,0.0,"El Centro College<br>Dallas, TX<br>Crime Count: 2<br>Enrollment: 10750<br>Rate per 1000 students: 0.2","El Centro College<br>Dallas, TX<br>Crime Count: 0<br>Enrollment: 10750<br>Rate per 1000 students: 0.0","El Centro College<br>Dallas, TX<br>Crime Count: 0<br>Enrollment: 10750<br>Rate per 1000 students: 0.0","El Centro College<br>Dallas, TX<br>Crime Count: 0<br>Enrollment: 10750<br>Rate per 1000 students: 0.0"
6745,El Paso Community College,VALLE VERDE CAMPUS (VV),919 Hunter Drive,El Paso,TX,799151908,4,"Public, 2-year",12831.0,16629.0,29460.0,0,1,0,0,"919 Hunter Drive, El Paso, TX, 799151908","[31.7527359, -106.3691911]",31.7527359,-106.3691911,0.0,0.0,0.0,0.0,"El Paso Community College<br>El Paso, TX<br>Crime Count: 0<br>Enrollment: 29460<br>Rate per 1000 students: 0.0","El Paso Community College<br>El Paso, TX<br>Crime Count: 0<br>Enrollment: 29460<br>Rate per 1000 students: 0.0","El Paso Community College<br>El Paso, TX<br>Crime Count: 1<br>Enrollment: 29460<br>Rate per 1000 students: 0.0","El Paso Community College<br>El Paso, TX<br>Crime Count: 0<br>Enrollment: 29460<br>Rate per 1000 students: 0.0"
6761,Galveston College,Galveston College,4015 AVE Q,GALVESTON,TX,775507496,4,"Public, 2-year",920.0,1281.0,2201.0,0,0,0,1,"4015 AVE Q, GALVESTON, TX, 775507496","[29.284711, -94.807822]",29.284711,-94.807822,0.5,0.0,0.0,0.0,"Galveston College<br>Galveston, TX<br>Crime Count: 1<br>Enrollment: 2201<br>Rate per 1000 students: 0.5","Galveston College<br>Galveston, TX<br>Crime Count: 0<br>Enrollment: 2201<br>Rate per 1000 students: 0.0","Galveston College<br>Galveston, TX<br>Crime Count: 0<br>Enrollment: 2201<br>Rate per 1000 students: 0.0","Galveston College<br>Galveston, TX<br>Crime Count: 0<br>Enrollment: 2201<br>Rate per 1000 students: 0.0"
6762,Grayson College,Main Campus,6101 GRAYSON DRIVE,DENISON,TX,750208299,4,"Public, 2-year",1841.0,2759.0,4600.0,0,1,0,0,"6101 GRAYSON DRIVE, DENISON, TX, 750208299","[33.7048994, -96.6335781]",33.7048994,-96.6335781,0.0,0.0,0.2,0.0,"Grayson College<br>Denison, TX<br>Crime Count: 0<br>Enrollment: 4600<br>Rate per 1000 students: 0.0","Grayson College<br>Denison, TX<br>Crime Count: 0<br>Enrollment: 4600<br>Rate per 1000 students: 0.0","Grayson College<br>Denison, TX<br>Crime Count: 1<br>Enrollment: 4600<br>Rate per 1000 students: 0.2","Grayson College<br>Denison, TX<br>Crime Count: 0<br>Enrollment: 4600<br>Rate per 1000 students: 0.0"
6763,Grayson College,Grayson County College South Campus,1455 W. Van Alstyne Parkway,Van Alstyne,TX,75495,4,"Public, 2-year",1841.0,2759.0,4600.0,0,0,0,1,"1455 W. Van Alstyne Parkway, Van Alstyne, TX, 75495","[33.4197677, -96.5968005]",33.4197677,-96.5968005,0.2,0.0,0.0,0.0,"Grayson College<br>Van Alstyne, TX<br>Crime Count: 1<br>Enrollment: 4600<br>Rate per 1000 students: 0.2","Grayson College<br>Van Alstyne, TX<br>Crime Count: 0<br>Enrollment: 4600<br>Rate per 1000 students: 0.0","Grayson College<br>Van Alstyne, TX<br>Crime Count: 0<br>Enrollment: 4600<br>Rate per 1000 students: 0.0","Grayson College<br>Van Alstyne, TX<br>Crime Count: 0<br>Enrollment: 4600<br>Rate per 1000 students: 0.0"
6766,Hardin-Simmons University,Hardin-Simmons University,2200 Hickory,Abilene,TX,79698,2,"Private nonprofit, 4-year or above",993.0,1212.0,2205.0,0,0,0,1,"2200 Hickory, Abilene, TX, 79698","[32.4766208, -99.73441799999999]",32.4766208,-99.734418,0.5,0.0,0.0,0.0,"Hardin-Simmons University<br>Abilene, TX<br>Crime Count: 1<br>Enrollment: 2205<br>Rate per 1000 students: 0.5","Hardin-Simmons University<br>Abilene, TX<br>Crime Count: 0<br>Enrollment: 2205<br>Rate per 1000 students: 0.0","Hardin-Simmons University<br>Abilene, TX<br>Crime Count: 0<br>Enrollment: 2205<br>Rate per 1000 students: 0.0","Hardin-Simmons University<br>Abilene, TX<br>Crime Count: 0<br>Enrollment: 2205<br>Rate per 1000 students: 0.0"
6767,Trinity Valley Community College,Trinity Valley Community College District,100 Cardinal Drive,ATHENS,TX,75751,4,"Public, 2-year",2003.0,2735.0,4738.0,1,0,0,0,"100 Cardinal Drive, ATHENS, TX, 75751","[32.1965842, -95.85726950000002]",32.1965842,-95.8572695,0.0,0.0,0.0,0.2,"Trinity Valley Community College<br>Athens, TX<br>Crime Count: 0<br>Enrollment: 4738<br>Rate per 1000 students: 0.0","Trinity Valley Community College<br>Athens, TX<br>Crime Count: 0<br>Enrollment: 4738<br>Rate per 1000 students: 0.0","Trinity Valley Community College<br>Athens, TX<br>Crime Count: 0<br>Enrollment: 4738<br>Rate per 1000 students: 0.0","Trinity Valley Community College<br>Athens, TX<br>Crime Count: 1<br>Enrollment: 4738<br>Rate per 1000 students: 0.2"
6776,Houston Baptist University,Main Campus,7502 Fondren Rd.,Houston,TX,770743298,2,"Private nonprofit, 4-year or above",1165.0,2105.0,3270.0,1,0,0,0,"7502 Fondren Rd., Houston, TX, 770743298","[29.6929877, -95.51475769999999]",29.6929877,-95.5147577,0.0,0.0,0.0,0.3,"Houston Baptist University<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 3270<br>Rate per 1000 students: 0.0","Houston Baptist University<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 3270<br>Rate per 1000 students: 0.0","Houston Baptist University<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 3270<br>Rate per 1000 students: 0.0","Houston Baptist University<br>Houston, TX<br>Crime Count: 1<br>Enrollment: 3270<br>Rate per 1000 students: 0.3"
6777,University of Houston-Clear Lake,University of Houston Clear-Lake,2700 BAY AREA BLVD,HOUSTON,TX,770581098,1,"Public, 4-year or above",3350.0,5319.0,8669.0,1,0,0,0,"2700 BAY AREA BLVD, HOUSTON, TX, 770581098","[29.5812422, -95.0986427]",29.5812422,-95.0986427,0.0,0.0,0.0,0.1,"University of Houston-Clear Lake<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 8669<br>Rate per 1000 students: 0.0","University of Houston-Clear Lake<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 8669<br>Rate per 1000 students: 0.0","University of Houston-Clear Lake<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 8669<br>Rate per 1000 students: 0.0","University of Houston-Clear Lake<br>Houston, TX<br>Crime Count: 1<br>Enrollment: 8669<br>Rate per 1000 students: 0.1"
6786,Houston Community College,Northwest - Spring Branch,1010 West Sam Houston Parkway,Houston,TX,77043,4,"Public, 2-year",24246.0,32786.0,57032.0,0,0,0,1,"1010 West Sam Houston Parkway, Houston, TX, 77043","[29.786364, -95.5609075]",29.786364,-95.5609075,0.0,0.0,0.0,0.0,"Houston Community College<br>Houston, TX<br>Crime Count: 1<br>Enrollment: 57032<br>Rate per 1000 students: 0.0","Houston Community College<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 57032<br>Rate per 1000 students: 0.0","Houston Community College<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 57032<br>Rate per 1000 students: 0.0","Houston Community College<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 57032<br>Rate per 1000 students: 0.0"
6800,University of Houston-Downtown,Main Campus,1 MAIN ST,HOUSTON,TX,770021014,1,"Public, 4-year or above",5699.0,8552.0,14251.0,0,0,1,2,"1 MAIN ST, HOUSTON, TX, 770021014","[29.7644462, -95.3590207]",29.7644462,-95.3590207,0.1,0.1,0.0,0.0,"University of Houston-Downtown<br>Houston, TX<br>Crime Count: 2<br>Enrollment: 14251<br>Rate per 1000 students: 0.1","University of Houston-Downtown<br>Houston, TX<br>Crime Count: 1<br>Enrollment: 14251<br>Rate per 1000 students: 0.1","University of Houston-Downtown<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 14251<br>Rate per 1000 students: 0.0","University of Houston-Downtown<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 14251<br>Rate per 1000 students: 0.0"
6804,University of Houston-Victoria,University of Houston-Victoria,3007 N. Ben Wilson,Victoria,TX,779015731,1,"Public, 4-year or above",1512.0,2872.0,4384.0,0,0,0,4,"3007 N. Ben Wilson, Victoria, TX, 779015731","[28.8162512, -96.9763354]",28.8162512,-96.9763354,0.9,0.0,0.0,0.0,"University of Houston-Victoria<br>Victoria, TX<br>Crime Count: 4<br>Enrollment: 4384<br>Rate per 1000 students: 0.9","University of Houston-Victoria<br>Victoria, TX<br>Crime Count: 0<br>Enrollment: 4384<br>Rate per 1000 students: 0.0","University of Houston-Victoria<br>Victoria, TX<br>Crime Count: 0<br>Enrollment: 4384<br>Rate per 1000 students: 0.0","University of Houston-Victoria<br>Victoria, TX<br>Crime Count: 0<br>Enrollment: 4384<br>Rate per 1000 students: 0.0"
6814,Huston-Tillotson University,Huston-Tillotson University,900 CHICON ST,AUSTIN,TX,787022795,2,"Private nonprofit, 4-year or above",415.0,597.0,1012.0,1,0,0,0,"900 CHICON ST, AUSTIN, TX, 787022795","[30.264681, -97.722331]",30.264681,-97.722331,0.0,0.0,0.0,1.0,"Huston-Tillotson University<br>Austin, TX<br>Crime Count: 0<br>Enrollment: 1012<br>Rate per 1000 students: 0.0","Huston-Tillotson University<br>Austin, TX<br>Crime Count: 0<br>Enrollment: 1012<br>Rate per 1000 students: 0.0","Huston-Tillotson University<br>Austin, TX<br>Crime Count: 0<br>Enrollment: 1012<br>Rate per 1000 students: 0.0","Huston-Tillotson University<br>Austin, TX<br>Crime Count: 1<br>Enrollment: 1012<br>Rate per 1000 students: 1.0"
6815,University of the Incarnate Word,Main Campus,4301 BROADWAY,SAN ANTONIO,TX,78209,2,"Private nonprofit, 4-year or above",3599.0,5307.0,8906.0,1,0,0,1,"4301 BROADWAY, SAN ANTONIO, TX, 78209","[29.467138, -98.469515]",29.467138,-98.469515,0.1,0.0,0.0,0.1,"University of the Incarnate Word<br>San Antonio, TX<br>Crime Count: 1<br>Enrollment: 8906<br>Rate per 1000 students: 0.1","University of the Incarnate Word<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 8906<br>Rate per 1000 students: 0.0","University of the Incarnate Word<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 8906<br>Rate per 1000 students: 0.0","University of the Incarnate Word<br>San Antonio, TX<br>Crime Count: 1<br>Enrollment: 8906<br>Rate per 1000 students: 0.1"
6822,Kilgore College,Kilgore College,1100 Broadway,Kilgore,TX,756623299,4,"Public, 2-year",2556.0,3359.0,5915.0,0,1,0,0,"1100 Broadway, Kilgore, TX, 756623299","[32.3773413, -94.8725661]",32.3773413,-94.8725661,0.0,0.0,0.2,0.0,"Kilgore College<br>Kilgore, TX<br>Crime Count: 0<br>Enrollment: 5915<br>Rate per 1000 students: 0.0","Kilgore College<br>Kilgore, TX<br>Crime Count: 0<br>Enrollment: 5915<br>Rate per 1000 students: 0.0","Kilgore College<br>Kilgore, TX<br>Crime Count: 1<br>Enrollment: 5915<br>Rate per 1000 students: 0.2","Kilgore College<br>Kilgore, TX<br>Crime Count: 0<br>Enrollment: 5915<br>Rate per 1000 students: 0.0"
6830,Texas A & M International University,Main Campus,5201 University Boulevard,Laredo,TX,780411900,1,"Public, 4-year or above",2961.0,4429.0,7390.0,4,1,0,1,"5201 University Boulevard, Laredo, TX, 780411900","[27.5735219, -99.4350626]",27.5735219,-99.4350626,0.1,0.0,0.1,0.5,"Texas A & M International University<br>Laredo, TX<br>Crime Count: 1<br>Enrollment: 7390<br>Rate per 1000 students: 0.1","Texas A & M International University<br>Laredo, TX<br>Crime Count: 0<br>Enrollment: 7390<br>Rate per 1000 students: 0.0","Texas A & M International University<br>Laredo, TX<br>Crime Count: 1<br>Enrollment: 7390<br>Rate per 1000 students: 0.1","Texas A & M International University<br>Laredo, TX<br>Crime Count: 4<br>Enrollment: 7390<br>Rate per 1000 students: 0.5"
6840,University of Mary Hardin-Baylor,Main Campus,900 COLLEGE ST,BELTON,TX,765132599,2,"Private nonprofit, 4-year or above",1499.0,2407.0,3906.0,0,2,0,0,"900 COLLEGE ST, BELTON, TX, 765132599","[31.0653813, -97.46319020000001]",31.0653813,-97.4631902,0.0,0.0,0.5,0.0,"University of Mary Hardin-Baylor<br>Belton, TX<br>Crime Count: 0<br>Enrollment: 3906<br>Rate per 1000 students: 0.0","University of Mary Hardin-Baylor<br>Belton, TX<br>Crime Count: 0<br>Enrollment: 3906<br>Rate per 1000 students: 0.0","University of Mary Hardin-Baylor<br>Belton, TX<br>Crime Count: 2<br>Enrollment: 3906<br>Rate per 1000 students: 0.5","University of Mary Hardin-Baylor<br>Belton, TX<br>Crime Count: 0<br>Enrollment: 3906<br>Rate per 1000 students: 0.0"
6844,McMurry University,Main Campus,1 McMurry University,Abilene,TX,79697,2,"Private nonprofit, 4-year or above",605.0,469.0,1074.0,2,0,0,0,"1 McMurry University, Abilene, TX, 79697","[32.429984, -99.7504307]",32.429984,-99.7504307,0.0,0.0,0.0,1.9,"McMurry University<br>Abilene, TX<br>Crime Count: 0<br>Enrollment: 1074<br>Rate per 1000 students: 0.0","McMurry University<br>Abilene, TX<br>Crime Count: 0<br>Enrollment: 1074<br>Rate per 1000 students: 0.0","McMurry University<br>Abilene, TX<br>Crime Count: 0<br>Enrollment: 1074<br>Rate per 1000 students: 0.0","McMurry University<br>Abilene, TX<br>Crime Count: 2<br>Enrollment: 1074<br>Rate per 1000 students: 1.9"
6845,Covenant School of Nursing and Allied Health,Main Campus,1919 Frankford Ave.,LUBBOCK,TX,79407,5,"Private nonprofit, 2-year",50.0,249.0,299.0,0,0,0,10,"1919 Frankford Ave., LUBBOCK, TX, 79407","[33.5777563, -101.9397777]",33.5777563,-101.9397777,33.4,0.0,0.0,0.0,"Covenant School of Nursing and Allied Health<br>Lubbock, TX<br>Crime Count: 10<br>Enrollment: 299<br>Rate per 1000 students: 33.4","Covenant School of Nursing and Allied Health<br>Lubbock, TX<br>Crime Count: 0<br>Enrollment: 299<br>Rate per 1000 students: 0.0","Covenant School of Nursing and Allied Health<br>Lubbock, TX<br>Crime Count: 0<br>Enrollment: 299<br>Rate per 1000 students: 0.0","Covenant School of Nursing and Allied Health<br>Lubbock, TX<br>Crime Count: 0<br>Enrollment: 299<br>Rate per 1000 students: 0.0"
6846,Midland College,Main Campus,3600 N GARFIELD,MIDLAND,TX,797056397,1,"Public, 4-year or above",2396.0,3249.0,5645.0,1,0,0,0,"3600 N GARFIELD, MIDLAND, TX, 797056397","[32.0305973, -102.1105701]",32.0305973,-102.1105701,0.0,0.0,0.0,0.2,"Midland College<br>Midland, TX<br>Crime Count: 0<br>Enrollment: 5645<br>Rate per 1000 students: 0.0","Midland College<br>Midland, TX<br>Crime Count: 0<br>Enrollment: 5645<br>Rate per 1000 students: 0.0","Midland College<br>Midland, TX<br>Crime Count: 0<br>Enrollment: 5645<br>Rate per 1000 students: 0.0","Midland College<br>Midland, TX<br>Crime Count: 1<br>Enrollment: 5645<br>Rate per 1000 students: 0.2"
6850,Midwestern State University,Main Campus,3410 TAFT BLVD,WICHITA FALLS,TX,763082099,1,"Public, 4-year or above",2496.0,3568.0,6064.0,4,0,1,5,"3410 TAFT BLVD, WICHITA FALLS, TX, 763082099","[33.8769248, -98.5213837]",33.8769248,-98.5213837,0.8,0.2,0.0,0.7,"Midwestern State University<br>Wichita Falls, TX<br>Crime Count: 5<br>Enrollment: 6064<br>Rate per 1000 students: 0.8","Midwestern State University<br>Wichita Falls, TX<br>Crime Count: 1<br>Enrollment: 6064<br>Rate per 1000 students: 0.2","Midwestern State University<br>Wichita Falls, TX<br>Crime Count: 0<br>Enrollment: 6064<br>Rate per 1000 students: 0.0","Midwestern State University<br>Wichita Falls, TX<br>Crime Count: 4<br>Enrollment: 6064<br>Rate per 1000 students: 0.7"
6856,Mountain View College,MOUNTAIN VIEW COLLEGE,4849 W ILLINOIS,DALLAS,TX,752116599,4,"Public, 2-year",4163.0,5489.0,9652.0,0,0,0,1,"4849 W ILLINOIS, DALLAS, TX, 752116599","[32.7269983, -96.903725]",32.7269983,-96.903725,0.1,0.0,0.0,0.0,"Mountain View College<br>Dallas, TX<br>Crime Count: 1<br>Enrollment: 9652<br>Rate per 1000 students: 0.1","Mountain View College<br>Dallas, TX<br>Crime Count: 0<br>Enrollment: 9652<br>Rate per 1000 students: 0.0","Mountain View College<br>Dallas, TX<br>Crime Count: 0<br>Enrollment: 9652<br>Rate per 1000 students: 0.0","Mountain View College<br>Dallas, TX<br>Crime Count: 0<br>Enrollment: 9652<br>Rate per 1000 students: 0.0"
6866,Lone Star College System,Lone Star College - North Harris,2700 W.W. Thorne Drive,Houston,TX,77073,4,"Public, 2-year",29900.0,41651.0,71551.0,1,0,0,0,"2700 W.W. Thorne Drive, Houston, TX, 77073","[30.0047867, -95.38215860000001]",30.0047867,-95.3821586,0.0,0.0,0.0,0.0,"Lone Star College System<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 71551<br>Rate per 1000 students: 0.0","Lone Star College System<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 71551<br>Rate per 1000 students: 0.0","Lone Star College System<br>Houston, TX<br>Crime Count: 0<br>Enrollment: 71551<br>Rate per 1000 students: 0.0","Lone Star College System<br>Houston, TX<br>Crime Count: 1<br>Enrollment: 71551<br>Rate per 1000 students: 0.0"
6885,North Lake College,Central Campus,5001 N MACARTHUR BLVD,IRVING,TX,750383899,4,"Public, 2-year",5067.0,5811.0,10878.0,0,1,0,0,"5001 N MACARTHUR BLVD, IRVING, TX, 750383899","[32.8706625, -96.9678064]",32.8706625,-96.9678064,0.0,0.0,0.1,0.0,"North Lake College<br>Irving, TX<br>Crime Count: 0<br>Enrollment: 10878<br>Rate per 1000 students: 0.0","North Lake College<br>Irving, TX<br>Crime Count: 0<br>Enrollment: 10878<br>Rate per 1000 students: 0.0","North Lake College<br>Irving, TX<br>Crime Count: 1<br>Enrollment: 10878<br>Rate per 1000 students: 0.1","North Lake College<br>Irving, TX<br>Crime Count: 0<br>Enrollment: 10878<br>Rate per 1000 students: 0.0"
6889,University of North Texas,Main Campus,Chestnut Ave.,DENTON,TX,762031277,1,"Public, 4-year or above",17850.0,20295.0,38145.0,13,8,1,3,"Chestnut Ave., DENTON, TX, 762031277","[33.2115732, -97.1520208]",33.2115732,-97.1520208,0.1,0.0,0.2,0.3,"University of North Texas<br>Denton, TX<br>Crime Count: 3<br>Enrollment: 38145<br>Rate per 1000 students: 0.1","University of North Texas<br>Denton, TX<br>Crime Count: 1<br>Enrollment: 38145<br>Rate per 1000 students: 0.0","University of North Texas<br>Denton, TX<br>Crime Count: 8<br>Enrollment: 38145<br>Rate per 1000 students: 0.2","University of North Texas<br>Denton, TX<br>Crime Count: 13<br>Enrollment: 38145<br>Rate per 1000 students: 0.3"
